smiles,segment_id,seed_idx,seed_reward_qed_mw,QED,SA,sim_g12d,novelty_raw,physchem_score,molwt,f_qed,f_sa,f_sim,f_novelty,f_physchem,reward
O=C(c1csc2c(O)nc(C=CC=CCCl)nc12)N1CCOC(c2ccccc2Cl)C1,2,34,0.5980024076724674,0.4111294417269051,6.21809135499574,0.18518518518518517,0.3466666666666667,1.0,476.3850000000002,0.6111294417269051,0.47273858062553253,0.0,1.0,1.0,1.5115461945727122
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CC(c2ccccc2Cl)OCO1,2,34,0.5980024076724674,0.49463582492208447,6.503152520804027,0.1743119266055046,0.25,1.0,454.8950000000002,0.6946358249220844,0.4371059348994967,0.0,0.7499999999999999,1.0,1.5082477378260986
N=C1SC=CC1=S(O)CN=CC1=CC(=CCO)C=N1,2,29,0.747298469359388,0.5475693162142103,5.241345167148338,0.09615384615384616,0.8910891089108911,0.6354459999999993,295.38899999999995,0.7475693162142103,0.5948318541064578,0.0,0.0,0.6354459999999993,1.4364932627422184
N=[PH]1CSC=C1C=C(O)N=CC1=CC(=CCO)C=N1,2,29,0.747298469359388,0.42304295063375835,5.241273876908323,0.10101010101010101,0.8823529411764706,0.6342560000000004,295.30400000000003,0.6230429506337583,0.5948407653864596,0.0,0.0,0.6342560000000004,1.2869497530696776
Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[CH]NC(=O)c4cc5c(O)cc4-5)cc32)c1,2,3,0.3971753001585891,0.22151062852064513,6.942115540766545,0.5894736842105263,0.41052631578947374,1.0,515.5970000000002,0.0,0.3822355574041819,1.0,1.0,1.0,1.9057884459233456
CNC1=NC(CNc2ccccc(CNCc3[nH]c4ccccc4c3[C@H]3NC(=O)c4ccc(O)cc43)cc[nH]2)=C1,2,3,0.3971753001585891,0.18086287874199644,6.847677470448049,0.5568181818181818,0.44318181818181823,1.0,533.6360000000002,0.0,0.3940403161939938,1.0,1.0,1.0,1.9152322529551953
Cn1cnc(Cn2cccccc3cc2-c2cccc4c([C@H]5NC(=O)c6ccc(O)cc65)c([nH]c24)CNC3)c1,2,3,0.3971753001585891,0.27973046320566436,6.7751865332386325,0.5,0.5,1.0,516.6050000000004,0.0,0.40310168334517094,1.0,1.0,1.0,1.9224813466761368
CNC1=NC(CNC=Cc2ccc(CNCc3[nH]c4ccccc4c3[C@H]3NC(=O)c4ccc(O)cc43)cc2)[SH]=C1,2,3,0.3971753001585891,0.12621595925369966,6.836431895216093,0.5052631578947369,0.49473684210526314,1.0,552.7040000000002,0.0,0.3954460130979883,1.0,1.0,1.0,1.9163568104783908
O=C1N[C@H](c2c(CNCc3ccccc4[nH]c(c3)CNC3=NC(=C3)CN4)[nH]c3ccccc23)c2cc(O)ccc21,2,3,0.3971753001585891,0.20701616111236854,7.045336817835519,0.5764705882352941,0.42352941176470593,1.0,531.6200000000002,0.0,0.3693328977705601,1.0,1.0,1.0,1.8954663182164482
O=C1N[C@H](C2=C(NCC3=CC=CC4=CNC(C5=CCNC=N5)C4=C3)CNC=CC#CC2)c2cc(O)ccc21,2,3,0.3971753001585891,0.3437431119474018,6.563832511256496,0.23728813559322035,0.7549019607843137,1.0,504.5940000000003,0.26245867168441095,0.42952093609293795,0.18644067796610167,0.22549019607843135,1.0,1.049943027278495
CCN(C=CC=CCl)CCNC(=O)c1csc2c(O)nc(-c3ccccn3)nc12,2,38,0.5778201434942767,0.5293608574341969,6.153711199327521,0.14782608695652175,0.5641025641025641,1.0,429.9330000000001,0.7293608574341969,0.48078610008405986,0.0,1.0,1.0,1.6598619089882842
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCNC2=CC=COC(Cl)=C2CC1,2,38,0.5778201434942767,0.5911881389518899,6.428197454488171,0.1592920353982301,0.43999999999999995,1.0,467.9380000000003,0.7911881389518899,0.4464753181889787,0.0,1.0,1.0,1.706606021293451
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCN(c2ccc(O)c(Cl)c2)CC1,2,38,0.5778201434942767,0.4722751793678458,6.511180966065267,0.18181818181818182,0.0,1.0,467.93800000000033,0.6722751793678458,0.4361023792418416,0.0,0.0,1.0,1.2556121186348883
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCN(c2ccc(O)c(Cl)c2)CO1,2,38,0.5778201434942767,0.4671335332229689,6.59171413245735,0.18584070796460178,0.20895522388059706,1.0,469.9100000000003,0.6671335332229689,0.4260357334428313,0.0,0.5447761194029852,1.0,1.4048216624427234
N=CC=C=CC1=NC(O)=CSC2=CC(=O)CCN(c3ccc(O)c(Cl)c3)CCNC21,2,38,0.5778201434942767,0.41888946359270335,5.8969497287478525,0.1504424778761062,0.7448979591836735,1.0,444.9440000000002,0.6188894635927034,0.5128812839065184,0.0,0.2755102040816323,1.0,1.3356254446609486
O=C(NCC1CCN1C=CC1=CCCOC(Cl)=C1)c1csc2c(O)nc(-c3ccccn3)nc12,2,38,0.5778201434942767,0.5280865360074231,6.563324666372575,0.17886178861788618,0.5531914893617021,1.0,495.9920000000002,0.728086536007423,0.4295844167034282,0.0,1.0,1.0,1.6173713765716504
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCN(c2ccc(O)c(O)c2)CC1,2,38,0.5778201434942767,0.40820589983587124,6.54807049518812,0.18095238095238095,0.14754098360655743,1.0,449.4920000000003,0.6082058998358713,0.431491188101485,0.0,0.23770491803278712,1.0,1.2463515056940697
COC=C1C=CC(CC2NCCN2C(=O)C=C2C=C=NC(c3ccccn3)=NC(O)=CS2)=C1,2,35,0.5961977843518145,0.5160667470812894,6.195802205641432,0.152,0.7433628318584071,1.0,461.5470000000001,0.7160667470812894,0.47552472429482096,0.0,0.28318584070796426,1.0,1.4246556281457934
CC=CC=CC=CNCCNC(=O)c1csc2c(O)nc(-c3ccccn3)nc12,2,27,0.6400311881288824,0.3907731591143718,6.104208331608296,0.14414414414414414,0.5342465753424658,1.0,407.49900000000014,0.544638954686231,0.48697395854896297,0.0,1.0,1.0,1.4431459124626478
O=C(C=C[SH]1C=C(O)N=C(c2ccccn2)C1)N1CCN(c2ccccc2)CC1,2,27,0.6400311881288824,0.6025677370733056,5.957330594610446,0.1650485436893204,0.5972222222222222,1.0,408.5270000000002,0.8025677370733055,0.5053336756736942,0.0,1.0,1.0,1.7673482250269221
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCN(c2ccccc2)CC1,2,27,0.6400311881288824,0.550038985161103,6.331167544534685,0.1782178217821782,0.0,1.0,417.49400000000026,0.7500389851611029,0.4586040569331644,0.0,0.0,1.0,1.366930027739855
O=C1C=C[SH]2C=C(O)N=C(c3ccccn3)N2CCN(c2ccccc2)CC1,2,27,0.6400311881288824,0.7642718298501814,5.866070904539411,0.17346938775510204,0.6351351351351351,1.0,394.5000000000002,0.9642718298501813,0.5167411369325736,0.0,0.8243243243243245,1.0,1.9178164026635738
Cc1cccc(OCC(=O)Nc2nnc(-c3ccccn3)[nH]2)c1,2,23,0.8026939940564777,0.753367492570597,5.88514633708416,0.17,0.0,1.0,309.329,0.9533674925705969,0.51435670786448,0.0,0.0,1.0,1.6555263573763004
C=C(C=CCOC)OCC(=O)Nc1nnc(-c2ccccn2)[nH]1,2,23,0.8026939940564777,0.5656936150814945,5.7908281250140865,0.16161616161616163,0.453125,1.0,315.333,0.7656936150814945,0.5261464843732392,0.0,1.0,1.0,1.7397495255963848
O=C(COC1=CCC=CC=C1)Nc1nnc(-c2ccccn2)[nH]1,2,23,0.8026939940564777,0.8831215333035485,5.801690150306051,0.16326530612244897,0.4354838709677419,1.0,309.329,0.8891712889286021,0.5247887312117436,0.0,1.0,1.0,1.8868365316837175
CC=O,2,23,0.8026939940564777,0.35500761339323206,1.372156286678322,0.0379746835443038,0.9506172839506173,0.0,44.053,0.3300456803593924,1.0,0.0,0.0,0.0,1.196054816431271
[NH]N(N=Cc1ccccn1)C(=O)COC1=CCC=CC=C1,2,23,0.8026939940564777,0.6108402831460739,5.272103414757913,0.1414141414141414,0.7865168539325843,0.4663539999999989,283.3109999999999,0.8108402831460738,0.5909870731552609,0.0,0.06741573033707837,0.4663539999999989,1.5126581174006208
CC=CC1=CC(OCC(=O)NC=NN=C(NCO)c2ccccn2)=C1,2,23,0.8026939940564777,0.2810355957659886,5.753550778609594,0.12380952380952381,0.7530864197530864,1.0,341.37100000000004,0.0,0.5308061526738007,0.0,0.23456790123456772,1.0,0.5950152925094109
CN(C)Cc1[nH]c2ccccc2c1[CH]n1[nH]ccc(O)cccc1=O,2,1,0.7557397651659714,0.6847666590896071,5.709640764206816,0.22580645161290322,0.6029411764705883,1.0,337.4030000000001,0.884766659089607,0.536294904474148,0.12903225806451604,0.9852941176470583,1.0,2.0411828594583836
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.6946747064574642,5.763408934598926,0.527027027027027,0.0,1.0,321.38000000000005,0.8946747064574642,0.5295738831751342,1.0,0.0,1.0,2.7972687542890644
CC1Oc2ccc(O)cc2N1[CH]c1c(CN(C)C)[nH]c2ccccc12,2,1,0.7557397651659714,0.7628521517139506,5.753091002608704,0.24731182795698925,0.5735294117647058,1.0,336.41499999999996,0.9628521517139506,0.530863624673912,0.2365591397849462,1.0,1.0,2.2639844495378054
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(N)c2ccc(O)cc21,2,1,0.7557397651659714,0.5976521349682352,5.784985902873028,0.3333333333333333,0.368421052631579,1.0,322.41200000000003,0.7976521349682352,0.5268767621408715,0.6666666666666665,1.0,1.0,2.5786839716745793
CN(C)CC1Nc2ccccc2C1[C@H]1NC(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.8109863347339672,5.692026917626617,0.27586206896551724,0.5625,1.0,323.3960000000001,0.9853515536880438,0.5384966352966729,0.37931034482758613,1.0,1.0,2.4683915864560944
CN(C)CCNC=CC=C=O,2,1,0.7557397651659714,0.3445496082785563,3.148795723224542,0.08433734939759036,0.9090909090909091,0.0,154.21299999999997,0.26729764967133784,0.8564005345969323,0.0,0.0,0.0,1.0058776072831512
CN(C)CCNc1ccccc1C[C@H]1NC(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.7629626022391747,5.56975031734578,0.2808988764044944,0.582089552238806,1.0,325.41200000000003,0.9629626022391746,0.5537812103317775,0.40449438202247195,1.0,1.0,2.4839733493793976
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(N)cc21,2,1,0.7557397651659714,0.6495582648805779,5.781918579780372,0.4177215189873418,0.21153846153846156,1.0,320.3960000000001,0.8495582648805778,0.5272601775274535,1.0,0.5576923076923077,1.0,2.9085857521863483
CN(C)Cc1[nH]c2ccccc2c1[CH]NC(=O)c1c#cc(O)cc1,2,1,0.7557397651659714,0.6763528071581344,5.59916426327848,0.20212765957446807,0.6376811594202898,1.0,320.372,0.8763528071581344,0.55010446709019,0.010638297872340302,0.8115942028985509,1.0,1.8479511605782868
CN(C)C1=C([C@H]2NC(=O)c3ccc(O)cc32)C=CC=C=CNC1,2,1,0.7557397651659714,0.7292908885198964,5.24835964197178,0.29213483146067415,0.6086956521739131,1.0,309.369,0.9292908885198964,0.5939550447535275,0.4606741573033707,0.9565217391304345,1.0,2.530078612529873
CN(C)Cc1[nH]c2ccccc2c1[CH]NOc1ccc(O)cc1,2,1,0.7557397651659714,0.6125425640850919,5.625686628374183,0.23958333333333334,0.59375,1.0,310.377,0.8125425640850918,0.5467891714532271,0.19791666666666666,1.0,1.0,2.049982414064692
CN(C)C[C@H]1Nc2ccccc2C1[C@H]1NC(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.8109863347339672,5.692026917626617,0.27586206896551724,0.5625,1.0,323.3960000000001,0.9853515536880438,0.5384966352966729,0.37931034482758613,1.0,1.0,2.4683915864560944
CN(C)Cc1[nH]cccccc2c1[C@@H](N)c1cc(O)ccc1C2=O,2,1,0.7557397651659714,0.7928631245915705,5.477397859410972,0.25555555555555554,0.5538461538461539,1.0,323.3960000000001,0.9928631245915704,0.5653252675736286,0.2777777777777776,1.0,1.0,2.3770292969021205
CN(C)Cc1[nH]c2ccccc2c1[CH]NC(=O)c1ccc(O)cc1O,2,1,0.7557397651659714,0.57565301697328,5.759293287631687,0.25274725274725274,0.5606060606060606,1.0,338.38700000000006,0.7756530169732799,0.5300883390460391,0.26373626373626363,1.0,1.0,2.0713378080882836
C=COCC(=C)C(=O)N[CH]c1c(CN(C)C)[nH]c2ccccc12,2,1,0.7557397651659714,0.5816856875863058,5.315988302528501,0.18556701030927836,0.6666666666666667,1.0,312.39300000000003,0.7816856875863057,0.5855014621839374,0.0,0.6666666666666662,1.0,1.7064239948507165
CN(C)Cc1[nH]c2ccc3cc2c1[CH]NC3=O,2,1,0.7557397651659714,0.8176328955619571,5.113952202833135,0.17894736842105263,0.639344262295082,0.0,228.27499999999998,0.9764894725840573,0.6107559746458582,0.0,0.8032786885245898,0.0,1.9013757533749323
CN1C=C([C@H]2NC(=O)c3ccc(O)cc32)c2ccccc2NCC1,2,1,0.7557397651659714,0.7552487060460266,5.60385770484352,0.313953488372093,0.5970149253731343,1.0,321.3800000000001,0.9552487060460265,0.54951778689456,0.569767441860465,1.0,1.0,2.6696336070034374
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)C2=CC=COC=C21,2,1,0.7557397651659714,0.9137870718118186,5.640273066779798,0.28888888888888886,0.484375,1.0,321.38000000000005,0.8482839042509085,0.5449658666525252,0.44444444444444425,1.0,1.0,2.3872467117564433
CN(C)Cc1[nH]c2ccc3cc2c1[CH]NC(=O)C=CC=C(O)C3,2,1,0.7557397651659714,0.79770324762834,5.318411820438379,0.18095238095238095,0.6619718309859155,1.0,310.37700000000007,0.99770324762834,0.5851985224452027,0.0,0.6901408450704224,1.0,1.9724449686312968
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)C=C2C=C(O)C=C21,2,1,0.7557397651659714,0.8140317938940764,5.678650647292645,0.2988505747126437,0.4590163934426229,1.0,321.38000000000005,0.9812909414745649,0.5401686690884194,0.49425287356321845,1.0,1.0,2.6027875133160756
CN(C)C1CNc2ccccc21,2,1,0.7557397651659714,0.6760035557846206,4.018060141094021,0.13924050632911392,0.8,0.0,162.236,0.8760035557846205,0.7477424823632474,0.0,-2.220446049250313e-16,0.0,1.6493982528321425
CN(C)Cc1[nH]c2ccccc2c1[CH]NC(=O)C=CC=C(O)C=C[CH]O,2,1,0.7557397651659714,0.3337257084714233,5.56063354995418,0.1958762886597938,0.6712328767123288,1.0,353.422,0.20235425082853986,0.5549208062557275,0.0,0.643835616438356,1.0,0.9799124309303365
CN(C)Cc1[nH]c2ccccc2c1[C@H]1N=COc2ccc(O)cc21,2,1,0.7557397651659714,0.7765994409551487,5.738298993133677,0.29213483146067415,0.4516129032258065,1.0,321.38000000000005,0.9765994409551486,0.5327126258582904,0.4606741573033707,1.0,1.0,2.5508984185968555
CN(C)CNNc1ccccc1C[C@H]1NC(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.48144031679434474,5.707544211853007,0.2808988764044944,0.582089552238806,1.0,326.40000000000003,0.6814403167943447,0.5365569735183742,0.40449438202247195,1.0,1.0,2.1323672173948793
C=CC(O)=CCC(=O)N[CH]c1c(CN(C)C)[nH]c2ccccc12,2,1,0.7557397651659714,0.5437836037658086,5.299679891885338,0.20212765957446807,0.6571428571428571,1.0,312.39300000000003,0.7437836037658085,0.5875400135143327,0.010638297872340302,0.7142857142857142,1.0,1.6896240070629591
CN(C)CCNC=O,2,1,0.7557397651659714,0.38867400302639826,2.8054946835270345,0.10666666666666667,0.8918918918918919,0.0,116.16399999999999,0.5320440181583896,0.8993131645591207,0.0,0.0,0.0,1.3579033534373641
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(O)c2ccc(O)cc21,2,1,0.7557397651659714,0.5978712175095103,5.766503226733279,0.3373493975903614,0.3571428571428571,1.0,323.3960000000001,0.7978712175095103,0.5291870966583401,0.686746987951807,1.0,1.0,2.604891523880253
CN(C)Cc1[nH]c2ccccc2c1[CH]n1c2coc(O)cc-2cc1=O,2,1,0.7557397651659714,0.6008683666149185,5.957416513026824,0.21875,0.619718309859155,1.0,336.37100000000004,0.8008683666149184,0.505322935871647,0.09374999999999994,0.9014084507042249,1.0,1.8482229238464873
C=CC(O)=C=CC(=O)N[CH]c1c(CN(C)C)[nH]c2ccccc12,2,1,0.7557397651659714,0.33242869064918135,5.247451561971473,0.21052631578947367,0.647887323943662,1.0,310.377,0.19457214389508815,0.5940685547535659,0.05263157894736831,0.7605633802816899,1.0,1.1000683252983077
CN(C)Cc1[nH]c2ccccc2c1[CH]NC(=O)C1=CC=C(O)CN1,2,1,0.7557397651659714,0.6755452185369392,5.634096149563864,0.21359223300970873,0.6285714285714286,1.0,325.39200000000005,0.8755452185369391,0.545737981304517,0.06796116504854358,0.8571428571428571,1.0,1.9259409024890501
CC(O)=CC=CC(=O)N[CH]c1c(CN(C)C)[nH]c2ccccc12,2,1,0.7557397651659714,0.43632389099215774,5.2374985549208075,0.20212765957446807,0.6571428571428571,1.0,312.39300000000003,0.6363238909921577,0.5953126806348991,0.010638297872340302,0.7142857142857142,1.0,1.566890485431031
C=CC=CC=CC(=O)N[CH]c1c(CN(C)C)[nH]c2ccccc12,2,1,0.7557397651659714,0.6095753501531218,5.117746827457663,0.1941747572815534,0.6571428571428571,1.0,308.40500000000003,0.8095753501531218,0.6102816465677922,0.0,0.7142857142857142,1.0,1.7740014517236942
CN1C=C([C@H]2NC(=O)c3ccc(O)cc32)C2=CC=CC=C1C2,2,1,0.7557397651659714,0.8365909428516078,5.3647153307810935,0.29069767441860467,0.6268656716417911,0.5927320000000011,292.3380000000001,0.9512120761978563,0.5794105836523633,0.4534883720930233,0.8656716417910445,0.5927320000000011,2.4681436974082596
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)C2=CCCOC=C21,2,1,0.7557397651659714,0.9128095030168416,5.623099333018355,0.27472527472527475,0.484375,1.0,323.39600000000013,0.8495873293108779,0.5471125833727056,0.3736263736263737,1.0,1.0,2.3055465102228663
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)C=CC=C2C=C1O2,2,1,0.7557397651659714,0.9137870718118186,5.904777536020395,0.25,0.523076923076923,1.0,321.38000000000005,0.8482839042509085,0.5119028079974506,0.24999999999999994,1.0,1.0,2.1274629314990503
CNCCCc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.5415946278933619,5.8833035482721545,0.5194805194805194,0.31034482758620685,1.0,335.40700000000004,0.7415946278933618,0.5145870564659807,1.0,1.0,1.0,2.901583198644819
C=CC=c1[nH]c2c([C@H]3NC(=O)c4ccc(O)cc43)c1=CN(C)CC2,2,1,0.7557397651659714,0.7643636765029328,5.65547259706984,0.3076923076923077,0.6111111111111112,1.0,321.3800000000001,0.9643636765029328,0.54306592536627,0.5384615384615384,0.9444444444444441,1.0,2.621176331583715
CN(C)Cc1[nH]ccccccc1[C@H]1NC(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.8133941835964275,5.4812202685434155,0.35365853658536583,0.38596491228070173,1.0,323.3960000000001,0.9821410885380968,0.5648474664320731,0.7682926829268291,1.0,1.0,2.952398498903569
CN(C)Cc1[nH]c2ccccc2c1[CH]NC1CC=CC(O)=CC1,2,1,0.7557397651659714,0.7921692760693839,5.311340700898662,0.21052631578947367,0.6285714285714286,1.0,310.42100000000005,0.9921692760693839,0.5860824123876672,0.05263157894736831,0.8571428571428571,1.0,2.0797698130730935
CN1CC=CC=C2CNC(=C2[C@H]2NC(=O)c3ccc(O)cc32)CCC1,2,1,0.7557397651659714,0.7353507525900042,5.4946859821159055,0.2765957446808511,0.6533333333333333,1.0,337.4230000000002,0.9353507525900041,0.5631642522355118,0.3829787234042553,0.7333333333333333,1.0,2.3525267729815202
CN(C)CCNc1c2cccc1C2[C@H]1NC(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.7898795556761544,5.792720510899216,0.27586206896551724,0.5846153846153845,1.0,323.3960000000001,0.9898795556761544,0.525909936137598,0.37931034482758613,1.0,1.0,2.4637558295145667
CN(C)Cc1[nH]c2ccccc2c1[C@@H]1C=CC(O)=CC=CC(=O)N1,2,1,0.7557397651659714,0.8132916904221403,5.384666209343767,0.25274725274725274,0.515625,1.0,323.396,0.9822777461038129,0.5769167238320291,0.26373626373626363,1.0,1.0,2.356750190873715
CN(C)Cc1nc2ccccc2[nH]1,2,1,0.7557397651659714,0.7518205277621349,4.524424848160039,0.1794871794871795,0.7241379310344828,0.0,175.235,0.9518205277621349,0.6844468939799951,0.0,0.3793103448275861,0.0,1.8035352519468335
CN(C)C1=C([C@H]2NC(=O)c3ccc(O)cc32)C=CC=CCNC1,2,1,0.7557397651659714,0.7778578212473272,5.2384104420253275,0.2696629213483146,0.5970149253731343,1.0,311.38500000000005,0.9778578212473271,0.5951986947468341,0.34831460674157294,1.0,1.0,2.4675658693841473
[CH]c1cc2cc(=O)n([CH]c3c(CN(C)C)[nH]c4ccccc34)c-2co1,2,1,0.7557397651659714,0.6242539854672389,5.814429150919747,0.1958762886597938,0.6527777777777778,1.0,332.3830000000001,0.8242539854672388,0.5231963561350316,0.0,0.7361111111111109,1.0,1.728495200802045
CN(C)c1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.6817172709501832,5.720109958392785,0.4666666666666667,0.28301886792452835,1.0,307.353,0.8817172709501832,0.5349862552009019,1.0,0.9150943396226416,1.0,3.0605780311877337
CN(C)Cc1[nH]c2ccccc2c1[CH]n1oc(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.6008368527457165,5.957416513026824,0.27472527472527475,0.5522388059701493,1.0,336.37100000000004,0.8008368527457165,0.505322935871647,0.3736263736263737,1.0,1.0,2.2136142203438256
CN(C)Cc1[nH]c2ccccc2c1[CH]NC(=O)C=C=O,2,1,0.7557397651659714,0.6344455607887154,5.15374475527488,0.20202020202020202,0.6363636363636364,0.2843680000000001,270.312,0.8344455607887153,0.60578190559064,0.010101010101010027,0.8181818181818181,0.2843680000000001,1.7719727549947277
CN(C)Cc1[nH]c2ccccc2c1[CH]NC(=O)C=CC=O,2,1,0.7557397651659714,0.6254534216019177,5.2235635107343965,0.21212121212121213,0.6417910447761195,0.48074599999999995,284.339,0.8254534216019177,0.5970545611582004,0.06060606060606058,0.7910447761194025,0.48074599999999995,1.8263030604119552
CN(C)Cc1[nH]c2ccccc2c1[CH]n1occc(O)cccc1=O,2,1,0.7557397651659714,0.7670017529303481,5.701262118659528,0.22340425531914893,0.6086956521739131,1.0,338.38700000000006,0.9670017529303481,0.537342235167559,0.11702127659574457,0.9565217391304345,1.0,2.117657945304489
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)c2cnc(O)cc21,2,1,0.7557397651659714,0.6901119659118411,5.884499198256409,0.4,0.2678571428571429,1.0,322.36800000000005,0.890111965911841,0.5144376002179488,1.0,0.8392857142857144,1.0,3.0314701535542827
CN(C)CC1NC=CC=CC=C[C@H]1[C@H]1NC(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.794744644712436,5.299823093770416,0.24242424242424243,0.6176470588235294,1.0,325.41200000000003,0.994744644712436,0.587522113278698,0.2121212121212121,0.9117647058823527,1.0,2.291786130588042
CNCc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,2,1,0.7557397651659714,0.6000259768102013,5.7993151043706614,0.5915492957746479,0.2592592592592593,1.0,307.353,0.8000259768102013,0.5250856119536673,1.0,0.7962962962962964,1.0,2.9189885506240643
