smiles,QED,SA,P_pred,R_novel
CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(C4=CN(O)Cc5ccccc54)c(F)c3n2)CC1,0.4560367533300007,6.857513127447939,0.5596293136167617,0.3023255813953488
C=C(C(F)=Cc1c(N2CC3CCC(C2)N3)nc2nc1C(F)(CN(C)C)CO2)c1cc(O)cc2ccccc12,0.4673829976986692,6.616136277580123,0.4943721975953843,0.5841584158415842
CN1CCCC(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,0.3617880918296255,6.770159253607188,0.8397149905532443,0.3076923076923077
CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,0.3350212186270394,6.827092508608475,0.7106690289147218,0.0
FC=C(N=c1cnc(C[C@@]23CCCN2C[C@H](F)C3)nc(N2CC3CCC(C2)N3)c1)c1cccc2c1CC1CC21,0.6320275791927593,6.789697497721084,0.415651530344625,0.5188679245283019
CC1CCC(=Nc2cc(=NC(=CF)c3cccc4c3CC3CC43)cnc(OC[C@@]34CCCN3C[C@H](F)C4)n2)N1,0.5807275088472599,6.753235951522526,0.422941294003455,0.5575221238938053
NC12CC1Cc1c2ccc(Cc2cnc(OC[C@@]34CCCN3C[C@H](F)C4)nc2N2CC3CCC(C2)N3)c1F,0.6041581983930875,6.892782216596408,0.7238037863178619,0.4742268041237113
CC1CCC(NC2=CC(=NC(=CF)c3cccc4c3CC3CC43)C=NC2OC[C@@]23CCCN2C[C@H](F)C3)N1N,0.5106745757339991,6.749335510000503,0.3988858859975048,0.6416666666666666
C=NC(=NN1C2CCCCN(C2)CN1C(=CF)c1cccc2c1CC1CC21)OC[C@@]12CCCN1C[C@H](F)C2,0.4187505882112908,6.614150156320684,0.3672730601684261,0.6071428571428572
CC1=C(c2cc(O)cc3ccccc23)N=CC=C(N=COC[C@@H]2CCCN2C)N2C[C@H]3CC[C@H](N3)C12,0.4918940838361677,6.412390132782406,0.6224472851911423,0.5154639175257731
Oc1cc(-c2nccc(N3C[C@H]4CC[C@@H](C3)N4)nc3nc(c2F)CN2CCC[C@H]2CO3)c2ccccc2c1,0.5317272639722459,6.7002808723716125,0.4620541673393554,0.5
CN1CCC[C@H]1COC1=NC(N2C[C@H]3CC[C@@H](C2)N3)=CC=NC(c2cc(O)cc3ccccc23)=C(F)CN1,0.5737888544334808,6.5325700112088185,0.7474279492995487,0.43333333333333335
CN1CCC[C@H]1COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4cnccc34)c(F)c2n1,0.4137251947790558,6.858367542387778,0.9038195029896776,0.1578947368421053
CN1CCC[C@H]1COC=NC(=CC=NC(=CF)c1cc(O)cc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2,0.4255992653423633,6.393656216126195,0.5080374705041291,0.5578947368421052
CN1CCN2C=NC1C2,0.4385328590012607,3.549992534713582,0.2616332143749819,0.8666666666666667
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(C4=CC(O)=CC5CC=CC=C45)c(F)c3n2)C1,0.6614458245033517,6.686679005443096,0.4895090593188239,0.4337349397590361
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,0.4425316024086341,6.74694875236567,0.6440243545533563,0.0
CN(C)CC=NC=NC1=CC=NC(CF)C=CC(O)=CC=CC=CN2C3CCC2CN1C3,0.5269548357235395,5.93136585906623,0.1836553464821047,0.8288288288288288
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(C=CC(O)=Cc4c5cccc4-5)c(F)c3n2)C1,0.3085712230875454,6.784123931823287,0.371097840462907,0.40506329113924056
Cn1ccnc1CCOC=NC(=CC#N)N1C[C@H]2CC[C@@H](C1)N2,0.3637357058141285,5.645030396916417,0.2121422772900053,0.6363636363636364
Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCCC4=C=CNC4)nc3c2F)c2ccccc2c1,0.3347642077876646,6.841475289988921,0.7215796930119222,0.22368421052631582
Cn1ccnc1CCOc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(C3=CCOCc4ccccc43)c(F)c2n1,0.4081366042559298,6.87973355363377,0.3779664299444899,0.2716049382716049
Cn1ccnc1CCOc1nc(N2C[C@H]3C=N[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.3481890835606387,6.991801931783096,0.4469457770678653,0.2098765432098766
Cn1ccnc1COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.3660158890661485,6.896615859670684,0.6081465739220279,0.0
C=CN=C(N=C(C=CN=CC(F)C=CO)NC1[CH]C#CC[C@H](N)C1)OCCN1C[C@@H]2C[C@H]1CO2,0.2038038609823883,6.173934089921335,0.1345807720241787,0.7642276422764227
Oc1cc(C2=NCC3C(N4C[C@H]5CC[C@@H](C4)N5)=NC(OCCN4C[C@@H]5C[C@H]4CO5)=NC3=C2F)c2ccccc2c1,0.6151250698086822,6.919928756811378,0.4120881504338568,0.41666666666666663
OC=CC(F)[CH]c1cc2nc(OCCN3C[C@@H]4C[C@H]3CO4)nc(N3C[C@H]4CC[C@@H](C3)N4)c2cn1,0.5610642380495204,6.707363848759864,0.3652222426534406,0.4408602150537635
Fc1cnc(OCCN2C[CH]CO2)nc(N2C[C@H]3CC[C@@H](C2)N3)ccncc2c3ccccc3cocc1-2,0.5416369594575742,6.696647678308825,0.225973832540436,0.64
FC1=CC(OCC2NC3C[C@H]2CO3)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=CN=CC2C=CC=CC=COC=C12,0.6113763209978617,6.414894916586555,0.3595590605850211,0.782608695652174
C1=COCN=C(OCC23CCCN2CCC3)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=CN=CC1,0.7334945618172845,6.013525638887884,0.3907771525586266,0.6373626373626373
OC=CCC1=NC=CC(N2C[C@H]3CC[C@@H](C2)N3)=NCOCC2CCCN2CC1,0.7100305416226795,5.643338921077725,0.3724722695290022,0.7904761904761904
C[CH]CC[CH]CNC1=NC(OCC23CCCN2CCC3)=NC(=CF)C(N=CC2=c3ccccc3=COC=C2)=C1,0.3864469355464741,6.418556121332552,0.177664803580314,0.7606837606837606
C1=CC(c2cc3nc(OCC45CCCN4CCC5)nc(N4C[C@H]5CC[C@@H](C4)N5)c3cn2)=c2ccccc2=CO1,0.5479738382856284,6.848768175877723,0.5447945135124017,0.33333333333333337
OC=C1C=C2C=CC=NC2C=C1c1ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,0.5366977262324331,6.958309055490783,0.6811790661403012,0.4044943820224719
Fc1c(-c2cccc3cccc(F)c23)ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,0.3777675371503005,6.90074845776874,0.5956875897801905,0.0
CCN1CCCC1COc1ncc(=NC(=CF)c2cccc3cccc(F)c23)cc(N2C[C@H]3CC[C@@H](C2)N3)n1,0.485511438211778,6.63411078246117,0.1927439405511125,0.5463917525773196
O=C=CF,0.3673352022203018,2.0480111634142544,0.1554108577668679,0.96
Fc1c(-c2cccc3cccc(F)c23)nccc(N2C[C@H]3CC[C@@H](C2)N3)nc2nc1C1CN3CCCC3(CO2)C1,0.501514228766535,6.818581660303857,0.3145584492095857,0.5376344086021505
FC=C(N=C1C=NC(OCC23CCCN2CCC3)C(N2C[C@H]3CC[C@@H](C2)N3)=C1)c1cccc2cccc(F)c12,0.5661709248046229,6.6464578016774105,0.3681716442142763,0.5531914893617021
FC=C1N=C(OC2CCN3CCCC23)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=C1N=CC1=C2CC=CC=C2C=CC=C1,0.549655530595729,6.521898988300616,0.450416575349337,0.788135593220339
CC=CC=CC=CC=C1C=CN=C2N=C(C=CN=CC1F)N1C[C@@H]3CC(C(CCC)CCCO2)[C@H](C1)N3,0.4881415052050892,5.870664312231613,0.3226356810991427,0.8103448275862069
Fc1c(-c2cccc3c2CC=CC=C3)ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,0.4955461158029805,6.834156775018824,0.6860600827164384,0.26249999999999996
Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56[CH]CCN5CCC6)nc4c3F)c12,0.3820402573454937,6.855103433318525,0.443407801450535,0.1923076923076923
Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,0.3728100387211118,6.852608898712117,0.5012896588480615,0.0
Fc1c2ncc3c(nc(OCC45CCCN4CCC5)nc13)N1C[C@H]3CC[C@@H](C1)N3C1=C2C=CC=CC=CC=CC#C1,0.5115067917492104,7.151194530335795,0.4586271016914171,0.4767441860465116
C#CCC=Cc1cccc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1,0.433087182643374,6.738552788365234,0.6499696764506141,0.2716049382716049
FC=C1N=C(OCC23CCCN2CCC3)N=C2C=C1N=CC1=CC(=CC=CC#C[C@@H]3CC[CH]C(N2)N3)C=CC=C1,0.505774348492779,6.332499905256248,0.481250443095443,0.7652173913043478
C#CC1=CC=CC2=CC=C=C(c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)C12,0.4407125258621689,6.810030532762498,0.8104882762226057,0.3978494623655914
C#Cc1cccc2cccc(-c3ncnc(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)ncc3F)c12,0.4711724186949833,6.779079741765992,0.4721213507297573,0.3294117647058824
C=c1c(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)cccc1=CC=CF,0.5100972495415198,6.762122794075265,0.6353733162179909,0.26582278481012656
FC=CC=CC=CC=C(F)c1ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,0.4738442685459797,6.678224588608357,0.6461372052807298,0.3827160493827161
FC=C1[CH]C=c2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c2=C1,0.517827862844497,6.887051847667176,0.6306234055792964,0.29268292682926833
FC=CC=Cc1c#cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)cc1,0.427335849523834,6.790215921599724,0.7605777215613458,0.35365853658536583
Fc1ccc2cccc(-c3ncc4c(c3F)N=C4NC[C@H]3CC[CH]CC3NCOCC34CCCN3CCC4)c2c1,0.2803958569918118,6.761185082378358,0.3310677342682148,0.5306122448979591
Fc1c2c(cc3c(N4CC5CCC(C4)N5)ncnc13)=c1ccccc1=COC=2,0.699752650634947,6.180155991956411,0.3738660232775541,0.5211267605633803
OC=CC1=c2ccccc2=CC2CC3CN(CC2N3)c2ncnc3c(F)c1ncc23,0.6007627861923084,6.504286128927613,0.1808915816969867,0.5512820512820513
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)ncnc3c2F)c2ccccc2c1,0.5343870875949343,6.383320327619928,0.5130244287420128,0.0
Oc1cc(N=NC=c2c(N3CC4CCC(C3)N4)ncnc2=CF)c2ccccc2c1,0.6554252535461127,6.279933027271051,0.4319446394190998,0.5
CC1=C(c2cc(O)cc3ccccc23)N=CC=C(N=COCCN(C)C)N2C[C@H]3CC[C@H](N3)C12,0.3922791646411117,6.2464815830409925,0.3737328063579519,0.5578947368421052
CN(C)CCOC=NCNC1[CH]CC[CH]C1,0.4003609676384073,4.189969908347852,0.1233885136760578,0.8275862068965517
CN(C)CCOC=NC(=CC1=NC(C=c2c(O)ccc3c2=CC=C[CH]3)=C(F)C1=N)N1C[C@H]2CC[C@@H](C1)N2,0.2846971327558209,6.494916432397049,0.223701288876603,0.7339449541284404
CN(C)CCOc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.4261299980088313,6.659222996952025,0.5831883082105834,0.0
CN(C)COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.4251330323361,6.627915093290095,0.7479374217743292,0.14492753623188404
C=NCCCCCCCOC=NC(=CC=NC(=CF)c1cccc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2,0.1910178418032482,6.333199600134988,0.3011371251007383,0.7333333333333334
FC1=C(c2cccc3ccccc23)N=CC2C1=NC(OCC13CCCN1CCC3)=N[C@@H]2N1C[C@H]2CC[C@@H](C1)N2,0.641790853554544,6.766441069657927,0.400374863193479,0.5
C=NC(=NC(=CC=NC(=CF)c1cccc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2)OCCCCCC,0.2488343645392232,6.174542648130287,0.3127812104301377,0.71
NC(=C1C=NC=CC=CC=CC=CC=CC2=C(F)C1=NC2OCC12CCCN1CCC2)N1C[C@H]2CC[C@@H](C1)N2,0.5732297203931718,6.4010193551545145,0.562657932490894,0.6666666666666667
Fc1c(-c2cccc3ccccc23)nccc2nc(OCC34CCCN3CCC4)nc1C1C[C@@H]3CN2C[C@H]1N3,0.5347600890551959,6.823604535611544,0.2846204568132146,0.42352941176470593
[2H]C([2H])(Oc1ncc(CCNC)c(N2CC3CCC(C2)N3)n1)C12CCCN1CCC2,0.7272371507256288,6.150515006489886,0.5525201637159998,0.5294117647058824
[2H]C([2H])c1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cc(O)ccc1C(F)(F)F)C2C12CCCN1CCC2,0.6148610509973034,6.710815208577101,0.6813113191969691,0.4725274725274725
[2H]C([2H])(Oc1nc2c(c(N3CC4CCC(C3)N4)n1)C1C(C(F)(F)F)=CC=C(O)C21)C12CCCN1CCC2,0.6674846608695083,6.675444021714512,0.6736509167213977,0.4534883720930233
[2H]C([2H])(Oc1ncc(CCNc2cc(O)ccc2C(F)(F)F)c(N2CC3CCC(C2)N3)n1)C12CCCN1CCC2,0.47178662652832,6.759137592051969,0.7719267302814471,0.38636363636363635
[2H]C([2H])(OC=NC=C(CCN(C)c1cc(O)ccc1C(F)(F)F)C(=NC=C)N1CC2CCC(C1)N2)C12CCCN1CCC2,0.3088255708634427,6.625473127824864,0.5764203643827248,0.5943396226415094
N#Cc1c(N)sc2c(F)ccc(-c3c(Cl)cc4c(N5CC6CCCC5N6)ncnc4c3F)c12,0.4085798239652859,6.608001165990869,0.6197986998376768,0.22368421052631582
N#Cc1cc(C=C(Cl)C=CC(=NF)N2CC3CCC(C2)N3)ccc(F)csc1N,0.4207997103003824,5.816096304678472,0.4628915345479793,0.7373737373737373
N#CC=C1Nc2c(-c3c(Cl)cc4c(N5CC6CCC(C5)N6)ncnc4c3F)ccc(F)c2S1,0.4946944274106292,6.558099720207871,0.5052320742772898,0.3827160493827161
N#CCOCNSc1cc(-c2c(Cl)cc3c(N4CC5CCC(C4)N5)ncnc3c2F)ccc1F,0.281409439568006,6.617310976985963,0.5378301730022861,0.48275862068965514
N#CC=C1NC=C(C=C(Cl)C=CCN=CN2CC3CCC(C2)N3NC=NC=CF)C=CC(F)=CS1,0.2089225628244322,6.151307954234396,0.1705775821695595,0.873015873015873
CCC=CC=CC=CC(O)=CC(F)c1cc2nc(OC[C@@H]3CCCN3C)nc(N3C[C@H]4CC[C@@H](C3)N4)c2cn1,0.3265039235790553,6.558793390739501,0.7500626950952114,0.4565217391304348
CCc1cccc2cc(O)cc(C=NC=c3c4nc(OC[C@@H]5CCCN5C)nc3=C(F)C3C[C@H]5CN4C[C@@H]3N5)c12,0.4632127696678837,6.799167603075857,0.8110364901062732,0.4563106796116505
Oc1cccc2c(c3cnccc(N4C[C@H]5CC[C@@H](C4)N5)nc(OC[CH]CCF)ncc(F)c1-3)CCC=C2,0.5237912342171736,6.472717754283484,0.4243870655746143,0.6756756756756757
CCc1cccc2cc(O)cc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OC[C@@H]5CCCN5C)nc4c3F)c12,0.3638128523144134,6.819022068648173,0.9425139447581072,0.0
CCc1cccc2cc(O)cc(-c3ncc4c(c3F)N=C4N3C[CH]CC[C@H](NNCOC[C@@H]4CCCN4C)C3)c12,0.2178870486262756,6.7008917678747615,0.6921830878907773,0.48571428571428577
O=C(CCc1c[nH]c2ccccc12)NC=NN=c1ncccs1,0.4282308033027035,5.835090537251255,0.1093460389513255,0.5294117647058824
O=C(Cc1c[nH]c2ccccc12)Nc1nnc(-c2ccccn2)[nH]1,0.538144555231444,6.13847198298774,0.1250627679112205,0.1923076923076923
O=C(CCc1c[nH]c2ccccc12)Nc1nnc(-c2ccccn2)[nH]1,0.5230194451356037,6.170940136462336,0.0964033872252943,0.0
N=C(CCc1c[nH]c2ccccc12)Nc1nnc(-c2ccccn2)[nH]1,0.3321245205880519,6.188731326998901,0.1103604712074476,0.2222222222222222
CC1C=CNC=C1CCC(=O)Nc1nnc(-c2ccccn2)[nH]1,0.78676398540534,5.791076150188582,0.1073263966419015,0.453125
CC(OC=CC=CC#N)C(=O)Nc1nnc(-c2ccccn2)[nH]1,0.4771640786142505,5.747371234561162,0.1313545266992978,0.4
CC=CC=CC=NN=CNC(=O)C(C)Oc1cccc(C#N)c1,0.3632732341647992,5.096146527275545,0.2736206962834614,0.5714285714285714
CC(Oc1cccc(C#N)c1)C(=O)NC=NN=CCC=N,0.4494923465365565,5.286347999350264,0.3236229064197038,0.5652173913043479
C=C(C#N)C=CCOOC(C)C(=O)Nc1nnc(-c2ccccn2)[nH]1,0.2464798688119571,5.950517118963909,0.1278142537980761,0.45070422535211263
CC(Oc1cccc(C#N)c1)C(=O)NC=NN=C([NH])C=CC=CC=NO,0.2405587217788159,5.700968851619457,0.21987827298193,0.5921052631578947
O=CNCCOC1=CCC=CC=C1,0.5075553157555462,3.9269465654521087,0.1285339517491898,0.8777777777777778
O=C(COC1=CCC=CC1)Nc1nnc(-c2ccccn2)[nH]1,0.8239398264150619,5.788664582419578,0.1180651363297588,0.41666666666666663
[NH]C(C=C=C=N)=NN=CNC(=O)COC1=CCC=CC=C1,0.3292922560307347,5.114965412016612,0.1521522489336499,0.8452380952380952
O=C1COc2cccc(c2)CN=CC=CC=Cc2nnc([nH]2)N1,0.7779802784748046,5.539777332325309,0.1912365584224137,0.8690476190476191
Cc1cccc(OCC(=O)Nc2nnc(-c3ccccn3)[nH]2)c1,0.7533674925705969,5.88514633708416,0.1516939574801327,0.0
O=C1N=C(c2ccccn2)NC2c3ccccc3SN12,0.8167245611933699,5.698870505188823,0.1805531656896635,0.7213114754098361
O=CN=C1N=CC=C2C=CC=CC=S21,0.4728533480349464,4.361142507712703,0.1576100596862733,0.9230769230769231
N=CC=CCC(=NC=O)c1csc2ccccc12,0.6462435346824011,5.027507879032158,0.1497721527018502,0.835820895522388
O=C=C(Nc1csc2ccccc12)c1ccccn1,0.7366674192189968,5.341624424598675,0.1328198314241837,0.728813559322034
O=C(COCC1=CCC=C1)N1CCCc2c(O)nc(-c3ccccn3)nc21,0.8765485824163258,6.031645261094471,0.1143609255595885,0.30434782608695654
O=C(COCC1=CC=COCC=C1)NCC1C=NC(c2ccccn2)=NC1O,0.7321204404245465,5.94993693473227,0.1529925268381032,0.7422680412371134
COc1ccc(COCC(C)N2CCCc3c(O)nc(-c4ccccn4)nc32)cc1,0.6418676173924377,6.1552315182753,0.1564075283141693,0.3142857142857143
COC=C1C=CC(COCC(=O)NC2C=NC(c3ccccn3)C=NC(O)=CCC2)=C1,0.6574295309456222,5.967243404033649,0.2009596403093581,0.7524752475247525
C=CC(=CC=COC)COC(=O)N1CCCc2c(O)nc(-c3ccccn3)nc21,0.5921556064594685,5.958176856105313,0.0975776134839354,0.4625
CS(=O)(=O)c1cccc(C(=O)N2CCCC3=C(O)N=C(c4ccccn4)NN32)c1,0.785744325403786,6.259726774174728,0.2107581909590755,0.4722222222222222
CS(=O)(=O)C=C1C=CC=C(C(=O)N2CCCc3c(O)nc(-c4ccccn4)nc32)C1,0.8043783425592741,6.187360552880328,0.1208071428940152,0.3943661971830986
CS(=O)(=O)c1cccc(C(=O)N2CCCc3c(O)nc(-c4ccccn4)nc32)c1,0.7042973172773734,6.243504302902705,0.131942185151655,0.0
CS(=O)(=O)C=CC=CCC(=O)N1CCCc2c(O)nc(-c3ccccn3)nc21,0.7639994094063823,6.038561662302925,0.1232171109158065,0.3970588235294118
CS(=O)(=O)c1cccc(C(=O)N2CCCC3=C(O)N=C(c4ccccn4)NP32)c1,0.7245784518377156,6.260124141464891,0.1878884120228075,0.4794520547945206
O=C(C=C1C=NC(c2ccccn2)C=CS1)N1CCN(c2ccccc2)CC1,0.7503195928473235,5.759370693384951,0.089846174079661,0.6351351351351351
CCN(CCC(=O)c1csc2c(O)nc(-c3ccccn3)nc12)c1ccccc1,0.4550706484172854,6.206351662730894,0.0707084228851528,0.4852941176470589
O=C(C1=CSC=C2N=C(c3ccccn3)N=C1O2)N1CCN(c2ccccc2)CC1,0.7678261721379692,6.22324243563782,0.0944791762213432,0.5633802816901409
Nc1nc(-c2ccccn2)nc(O)cscc1C(=O)N1CCN(c2ccccc2)CC1,0.6522648170639729,6.260455212508406,0.0959280339072458,0.38095238095238093
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCN(c2ccccc2)CC1,0.550038985161103,6.331167544534685,0.0917906616716026,0.0
Oc1nc(-c2cc#ccn2)nc2sccc12,0.690902672559571,5.4163468012381975,0.1772345781282829,0.41860465116279066
O,0.3277476769246249,1.819458478449575,0.1627530042466364,0.9807692307692307
Oc1nc(-c2ccccn2)nc2sccc12,0.6959561835815856,5.417915001983873,0.1059023931246336,0.0
OC1=NC(c2ccccn2)=NCSC=C=C1,0.7533448140026507,4.792924970081234,0.0811044471680113,0.7037037037037037
OCc1ccnc(-c2nc(O)c3ccsc3n2)c1,0.7350105866992349,5.61030808050153,0.1299675796963886,0.0
OCC=CC=NC1=Cc2cc3c(O)nc1nc3s2,0.8241212238063491,5.541947794557544,0.1560694142873041,0.7258064516129032
OCC1=CC=NC(c2nc(O)c3ccsc3n2)O1,0.8540324466626467,5.596849823283941,0.160077073677484,0.6071428571428572
OCC1C=C(c2nc(O)c3ccsc3n2)N=CS1,0.8771281243576284,5.575142527340926,0.159868237560894,0.5555555555555556
OCC=CC=NCC1=NCOC2C=CSC2=N1,0.7585128038034833,4.946755562707607,0.1542777699909168,0.8817204301075269
O=Cc1csc2c(O)nc(-c3ccccn3)nc12,0.7125529428580691,5.612460439018292,0.0997432113971281,0.43137254901960786
N=Nc1nc(-c2ccccn2)nc(O)cscc1C(=O)N1CCN(Cc2cccc(O)c2)CC1,0.4755776467771752,6.527990180891811,0.0832726337936896,0.3648648648648649
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCN(CC2=CC=CCOC2)CC1,0.6547972967620008,6.395782605980692,0.109704039608468,0.3513513513513513
CCN(CCNC(=O)c1csc2c(O)nc(-c3ccccn3)nc12)Cc1cccc(O)c1,0.3778873612176819,6.450013709178139,0.1380377322954812,0.4487179487179487
CC=C1N=CCC1=NC(O)=CSC=CC(=O)NN1CCN(Cc2cccc(O)c2)CC1,0.4443152839742821,6.036747127390777,0.1378213138098095,0.7052631578947368
O=C(C=C1C=NC(c2ccccn2)=NOCOCS1)N1CCOC(c2nccs2)C1,0.6693958675898345,6.271960207344126,0.1524793970232166,0.5232558139534884
C=C(C=N)C1=NC(O)=CSC(=CC(=O)N2CCOC(c3nccs3)C2)C=N1,0.5930396912285454,5.996089848481712,0.1834860554313597,0.6136363636363636
