smiles,seed_idx,seed_reward_qed_mw,QED,SA,sim_g12d,novelty_raw,physchem_score,molwt,f_qed,f_sa,f_sim,f_novelty,f_physchem,reward
CN(C)CC1CN1C=NC(=CC1=NCC(c2cc(O)cc3ccccc23)=C(F)C1=N)N1CC2CCC(C1)N2,7,0.5540252819269074,0.29930562543688416,6.644031559225841,0.38613861386138615,0.6138613861386139,1.0,515.6370000000003,0.0,0.4194960550967699,0.9306930693069306,0.9306930693069306,1.0,1.831636448037812
CCCCc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,1,0.7557397651659714,0.678801512750685,5.711557447976427,0.52,0.2727272727272727,1.0,320.39200000000005,0.878801512750685,0.5360553190029467,1.0,0.8636363636363634,1.0,3.042496979594088
CN(C)Cc1[nH]c2ccccc2c1[CH]C=O,1,0.7557397651659714,0.7915748313543634,4.699993830249229,0.2073170731707317,0.5964912280701755,0.0,215.27599999999998,0.9915748313543633,0.6625007712188464,0.03658536585365843,1.0,0.0,2.063792853624703
CN(C)C1C#CC=CC=CNC1,1,0.7557397651659714,0.5677494419578877,3.011673610992482,0.08536585365853659,0.8955223880597015,0.0,162.236,0.7677494419578876,0.8735407986259398,0.0,0.0,0.0,1.620131969250217
CN(C)CCNc1c#cccc1,1,0.7557397651659714,0.7167080352683445,3.776774276227324,0.13414634146341464,0.8571428571428572,0.0,162.23600000000002,0.9167080352683444,0.7779032154715845,0.0,0.0,0.0,1.7223722146992808
CNCc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,1,0.7557397651659714,0.6000259768102013,5.7993151043706614,0.5915492957746479,0.2592592592592593,1.0,307.353,0.8000259768102013,0.5250856119536673,1.0,0.7962962962962964,1.0,2.9189885506240643
CN(C)Cc1[nH]c2c3cccc2c1[CH]NC(=O)C=CC=C3O,1,0.7557397651659714,0.7964361606750023,5.3235236624006435,0.18478260869565216,0.6811594202898551,0.6489000000000003,296.35,0.9964361606750023,0.5845595421999196,0.0,0.5942028985507244,0.6489000000000003,1.9065218961351558
C=CC(O)=C=CC(=O)N[CH]c1c(CN(C)C)[nH]c2ccccc12,1,0.7557397651659714,0.33242869064918135,5.247451561971473,0.21052631578947367,0.647887323943662,1.0,310.377,0.19457214389508815,0.5940685547535659,0.05263157894736831,0.7605633802816899,1.0,1.1000683252983077
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,1,0.7557397651659714,0.6946747064574642,5.763408934598926,0.527027027027027,0.0,1.0,321.38000000000005,0.8946747064574642,0.5295738831751342,1.0,0.0,1.0,2.7972687542890644
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)C2=CC=C(O)NC21,1,0.7557397651659714,0.6927049422683592,5.79399259597304,0.2727272727272727,0.47540983606557374,1.0,324.384,0.8927049422683592,0.52575092550337,0.3636363636363635,1.0,1.0,2.328210307488363
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)C2=CC=C(O)CN21,1,0.7557397651659714,0.8074457539647398,5.764997885287421,0.28888888888888886,0.484375,1.0,324.38400000000007,0.9900723280470136,0.5293752643390723,0.44444444444444425,1.0,1.0,2.544920338461007
CN(C)Cc1[nH]c2ccccc2c1[C@@H]1C=CC(O)=CC=CC(=O)N1,1,0.7557397651659714,0.8132916904221403,5.384666209343767,0.25274725274725274,0.515625,1.0,323.396,0.9822777461038129,0.5769167238320291,0.26373626373626363,1.0,1.0,2.356750190873715
CN(C)Cc1[nH]c2ccccc2c1[CH]N1C(=O)C=C2C=C(O)CNC21,1,0.7557397651659714,0.7965702336188638,5.820183376295684,0.2268041237113402,0.6111111111111112,1.0,337.403,0.9965702336188638,0.5224770779630395,0.13402061855670097,0.9444444444444441,1.0,2.1580240183144426
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)C2=CCN(O)C=C21,1,0.7557397651659714,0.8064956148003852,5.764997885287421,0.3068181818181818,0.4516129032258065,1.0,324.38400000000007,0.9913391802661531,0.5293752643390723,0.5340909090909091,1.0,1.0,2.6540163186997323
C#CC=CC(=O)N[CH]c1c(CN(C)C)[nH]c2ccccc12,1,0.7557397651659714,0.65025569365113,4.968477574644707,0.19607843137254902,0.6521739130434783,0.42491399999999996,280.351,0.85025569365113,0.6289403031694116,0.0,0.7391304347826085,0.42491399999999996,1.787689605351668
C=C(C=CC=CC[C@H]1NC(=O)c2ccc(O)cc21)N(C)C,1,0.7557397651659714,0.8174756514518419,4.911653694162935,0.24719101123595505,0.6268656716417911,0.4810260000000005,284.35900000000004,0.9766991313975443,0.6360432882296331,0.2359550561797752,0.8656716417910445,0.4810260000000005,2.2718237482138033
CN(C)Cc1[nH]c2ccccc2c1[CH]NCOC=O,1,0.7557397651659714,0.44938818534960706,5.231813790906664,0.20224719101123595,0.6461538461538461,0.1444380000000001,260.317,0.6493881853496071,0.596023276136667,0.011235955056179692,0.7692307692307695,0.1444380000000001,1.5147806201655085
CN(C)C1=C([C@H]2NC(=O)c3ccc(O)cc32)CC=CC=CNC1,1,0.7557397651659714,0.7820811690319364,5.2384104420253275,0.2727272727272727,0.5909090909090908,1.0,311.385,0.9820811690319363,0.5951986947468341,0.3636363636363635,1.0,1.0,2.491019994999427
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)C2=CCC(O)C=C21,1,0.7557397651659714,0.8093334821377293,5.661778519941578,0.29213483146067415,0.4516129032258065,1.0,323.3960000000001,0.9875553571496943,0.5422776850073028,0.4606741573033707,1.0,1.0,2.57169756534952
CN(C)CCNc1ccccc1C1C=CC(=CC=CO)C1=O,1,0.7557397651659714,0.6261679365680071,4.979691169833078,0.15625,0.8076923076923077,0.6774040000000011,298.3860000000001,0.826167936568007,0.6275386037708652,0.0,0.0,0.6774040000000011,1.5611728068983008
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)C2=CC=C(O)OC21,1,0.7557397651659714,0.8077403600392706,5.785447138563155,0.26666666666666666,0.4920634920634921,1.0,325.36800000000005,0.9896795199476393,0.5268191076796056,0.33333333333333326,1.0,1.0,2.4090707100808513
CN(C)Cc1[nH]c2ccccc2c1[CH]N1C(=O)C=C2CC=C(O)C=C21,1,0.7557397651659714,0.9023126756251008,5.705593972817046,0.22916666666666666,0.625,1.0,334.39900000000006,0.8635830991665323,0.5368007533978693,0.14583333333333323,0.8749999999999999,1.0,2.003240321718134
CC(O)=CC=CC(=O)N[CH]c1c(CN(C)C)[nH]c2ccccc12,1,0.7557397651659714,0.43632389099215774,5.2374985549208075,0.20212765957446807,0.6571428571428571,1.0,312.39300000000003,0.6363238909921577,0.5953126806348991,0.010638297872340302,0.7142857142857142,1.0,1.566890485431031
CN(C)Cc1[nH]c2ccccc2c1NC(=O)c1ccc(O)cc1,1,0.7557397651659714,0.6930850186119311,5.544987672206104,0.25882352941176473,0.5333333333333333,1.0,309.369,0.893085018611931,0.556876540974237,0.2941176470588236,1.0,1.0,2.270144431584295
CN(C)Cc1[nH]c2c(c1[C@H]1NC(=O)c3ccc(O)cc31)=CCOC=2,1,0.7557397651659714,0.7514359542584642,5.812681207082353,0.3258426966292135,0.4032258064516129,1.0,325.3680000000001,0.9514359542584642,0.5234148491147059,0.6292134831460674,1.0,1.0,2.7155112041772025
CN(C)Cc1[nH]c2ccccc2c1[CH]C(=O)c1ccc(O)cc1,1,0.7557397651659714,0.7105864834317328,5.462670080234418,0.22988505747126436,0.5573770491803278,1.0,307.373,0.9105864834317328,0.5671662399706977,0.14942528735632177,1.0,1.0,2.1257471169222235
O=C1N[C@H](C2=CCCCCNc3ccccc32)c2cc(O)ccc21,1,0.7557397651659714,0.7475990581372427,5.4922556952844985,0.3058823529411765,0.6060606060606061,1.0,320.39200000000005,0.9475990581372427,0.5634680380894377,0.5294117647058824,0.9696969696969695,1.0,2.6140965087923913
CN(C)Cc1[nH]c2ccccc2c1[CH]NC(=O)c1c2cc(O)cc1-2,1,0.7557397651659714,0.529515204875342,5.868526294792585,0.24444444444444444,0.5692307692307692,1.0,320.372,0.7295152048753419,0.5164342131509269,0.22222222222222213,1.0,1.0,1.9552322830378186
[CH]N(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,1,0.7557397651659714,0.6503256210928066,5.770802769895001,0.5131578947368421,0.15384615384615385,1.0,319.36400000000003,0.8503256210928065,0.5286496537631249,1.0,0.2692307692307692,1.0,2.824079699091099
CN(C)Cc1[nH]ccccc#cc1[C@H]1NC(=O)c2ccc(O)cc21,1,0.7557397651659714,0.8126502088735116,5.479695107637888,0.3068181818181818,0.4516129032258065,1.0,321.38000000000005,0.983133054835318,0.565038111545264,0.5340909090909091,1.0,1.0,2.6726992459476837
C=NCCc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,1,0.7557397651659714,0.6465898317597629,5.849212858643383,0.5131578947368421,0.3157894736842105,1.0,319.36400000000003,0.8465898317597629,0.5188483926695772,1.0,1.0,1.0,3.030986512247377
CN(C)CCNc1ccccc1CN[C@H]1NC(=O)c2ccc(O)cc21,1,0.7557397651659714,0.6193051822523844,5.754469746802452,0.28888888888888886,0.5942028985507246,1.0,340.4270000000001,0.8193051822523844,0.5306912816496935,0.44444444444444425,1.0,1.0,2.341052577355949
CN(C)Cc1[nH]c2ccccc2c1[CH]NC(=O)c1ccc(O)cc1CO,1,0.7557397651659714,0.548355989543245,5.8034298818652355,0.24731182795698925,0.5735294117647058,1.0,352.4140000000001,0.748355989543245,0.5245712647668456,0.2365591397849462,1.0,1.0,2.001555167007306
CN(C)CC1NC=CC=CC=CN1[C@H]1NC(=O)c2ccc(O)cc21,1,0.7557397651659714,0.785595996302268,5.4207449675306325,0.25274725274725274,0.6231884057971014,1.0,326.40000000000003,0.9855959963022679,0.5724068790586709,0.26373626373626363,0.8840579710144927,1.0,2.3223416065975226
CN(C)Cc1[nH]c2ccccc2c1[CH]NC1(C=O)C=CC1O,1,0.7557397651659714,0.5535442109050642,5.534371970781381,0.2391304347826087,0.6231884057971014,0.6771239999999997,298.366,0.7535442109050642,0.5582035036523274,0.19565217391304346,0.8840579710144927,0.6771239999999997,1.9185282560079389
CN(C)CCNNc1ccccc1C[C@H]1NC(=O)c2ccc(O)cc21,1,0.7557397651659714,0.4574590931316555,5.754469746802452,0.27472527472527475,0.5942028985507246,1.0,340.4270000000001,0.6574590931316555,0.5306912816496935,0.3736263736263737,1.0,1.0,2.06185558542939
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(O)c2ccc(O)cc21,1,0.7557397651659714,0.5978712175095103,5.766503226733279,0.3373493975903614,0.3571428571428571,1.0,323.3960000000001,0.7978712175095103,0.5291870966583401,0.686746987951807,1.0,1.0,2.604891523880253
Cn1ccnc1CCOC=NC(=CC=NCc1cc(O)cc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2,8,0.4747042976497913,0.2831439284699068,6.496071242711702,0.46875,0.53125,1.0,472.59300000000025,0.0,0.43799109466103725,1.0,1.0,1.0,1.95039287572883
Cn1ccnc1CCOC1=NC(N2C[C@H]3CC[C@@H](C2)N3)N2C=NC(c3cc(O)cc4ccccc34)=C(F)C2=N1,8,0.4747042976497913,0.5280074304562223,6.895111333460061,0.5368421052631579,0.4631578947368421,1.0,528.5920000000001,0.7280074304562223,0.38811108331749233,1.0,1.0,1.0,2.7840977832014606
CC1=C[CH]C(NC(N=COCCc2nccn2C)=C2C=NC(c3cc(O)cc4ccccc34)=C(F)C2=N)N1,8,0.4747042976497913,0.20540515181740734,6.6727643656810525,0.3925233644859813,0.6074766355140186,1.0,512.5690000000002,0.0,0.41590445428986844,0.9626168224299064,0.9626168224299066,1.0,1.8766487970767547
Cn1ccnc1CCOc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,8,0.4747042976497913,0.34338037206223904,6.922941782753405,1.0,0.0,1.0,525.5880000000002,0.2602822323734343,0.3846322771558244,0.5,0.0,1.0,1.3200445005727808
Oc1cc(-c2ncc3c(c2F)=NCn2ccnc2CCOC=NC=3N2C[C@H]3CC[C@@H](C2)N3)c2ccccc2c1,8,0.4747042976497913,0.4168703334808568,6.792599719700628,0.4946236559139785,0.49411764705882355,1.0,525.5880000000003,0.6168703334808567,0.4009250350374215,1.0,1.0,1.0,2.6609844282069655
Cn1ccnc1CCOC=NC12C=NC(c3cc(O)cc4ccccc34)=C(F)C(=N)CN3C(CC[C@H]3C1)N2,8,0.4747042976497913,0.26285378570576207,6.889141339415099,0.4036697247706422,0.5963302752293578,1.0,515.5930000000003,0.0,0.3888573325731126,1.0,1.0,1.0,1.9110858660584902
FC1=C2N=CC=C(N3C[C@H]4CC[C@@H](C3)N4)N=C3OCCc4nccn4C2N=C31,8,0.4747042976497913,0.7965281417984181,6.326170557792737,0.2222222222222222,0.7777777777777778,1.0,381.41500000000013,0.9965281417984181,0.4592286802759079,0.111111111111111,0.11111111111111094,1.0,1.8298833810454944
Cn1ccnc1CCOC=NC(NC[CH]C1C[C@@H](CF)N1)=C1C=NC(c2cc(O)cc3ccccc23)=C(F)C1=N,8,0.4747042976497913,0.16460850942738617,6.810277609809269,0.4036697247706422,0.5963302752293578,1.0,546.6020000000002,0.0,0.3987152987738414,1.0,1.0,1.0,1.9189722390190733
Cn1ccnc1CCOC=NC(=CC=NC(C=CC1OCOCc2ccccc21)=C(F)C=N)N1C[C@H]2CC[C@@H](C1)N2,8,0.4747042976497913,0.18592274776460518,6.763582717089662,0.3162393162393162,0.6837606837606838,1.0,561.6620000000003,0.0,0.40455216036379227,0.581196581196581,0.581196581196581,1.0,1.2954366000859054
CCCc1ccccc1C=NC=c1c(N2CC3CCC(C2)N3)nc2nc1=C(F)C(C13CCCN1CCC3)O2,257,0.5895963377758084,0.5960432681047101,6.671717877246748,0.41836734693877553,0.5816326530612245,1.0,516.6650000000003,0.79604326810471,0.41603526534415647,1.0,1.0,1.0,2.8880801340009774
CCCc1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,257,0.5895963377758084,0.4869954222197605,6.724324479988374,1.0,0.0,1.0,516.6650000000004,0.6869954222197605,0.4094594400014533,0.5,0.0,1.0,1.8519620586648755
CCCc1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(ONC34CCCN3CCC4)nc2c1F,257,0.5895963377758084,0.45197283763434903,6.798082941124661,0.7792207792207793,0.22077922077922074,1.0,517.6530000000004,0.651972837634349,0.4002396323594174,1.0,0.6038961038961036,1.0,2.583727942217584
CCCc1ccccc1C=NC1=CC(N2CCC3CC3C2)=NC(OCC23CCCN2CCC3)=NC1=CF,257,0.5895963377758084,0.481391299908775,6.367076223526544,0.3592233009708738,0.6407766990291262,1.0,503.6660000000004,0.681391299908775,0.454115472059182,0.7961165048543689,0.7961165048543691,1.0,2.475136694819429
CCCc1ccccc1C=NC1=CC(N2CC3CCC(C2)N3)=NCOCC2CCCN2CCCN1,257,0.5895963377758084,0.6511694605212889,6.087600083174724,0.2857142857142857,0.7142857142857143,1.0,478.68500000000034,0.8511694605212888,0.4890499896031595,0.42857142857142844,0.4285714285714284,1.0,2.155500487165217
CCCc1ccccc1C=NC=c1c(N2CC3CCC(C2)N3)nc(OCC23CCCN2CCC3)nc1=CCF,257,0.5895963377758084,0.5013058585730648,6.601975351767878,0.5604395604395604,0.43956043956043955,1.0,532.7080000000004,0.7013058585730647,0.4247530810290152,1.0,1.0,1.0,2.7813694951108894
CCCc1cccc2c1C=NC=CC1(C(OCC34CCCN3CCC4)=NC=C2F)N2CCCCC21N,257,0.5895963377758084,0.6153155178434345,6.31878584310974,0.3564356435643564,0.6435643564356436,1.0,491.6550000000004,0.8153155178434345,0.46015176961128246,0.782178217821782,0.782178217821782,1.0,2.61976736383382
CCCc1ccccc1C1=NC=CC(N2CC3CCC(C2)N3)=NCOCC2CCCN2CC1,257,0.5895963377758084,0.7658976795031646,5.921724100001215,0.3402061855670103,0.6597938144329897,1.0,449.6430000000003,0.9658976795031645,0.5097844874998482,0.7010309278350515,0.7010309278350515,1.0,2.7184511971562535
CCCc1ccc2cc1c1nccc(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,257,0.5895963377758084,0.5058532991679003,6.694245089893389,0.5813953488372093,0.41860465116279066,1.0,516.6650000000004,0.7058532991679003,0.41321936376332635,1.0,1.0,1.0,2.7775994500121413
COc1cccc(C2CN(C(=O)c3csc4c(O)nc(S5=CC=CC=N5)nc34)CCN2)c1,35,0.5961977843518145,0.4516444650166567,6.491151836827077,0.17796610169491525,0.3493975903614458,1.0,467.57600000000014,0.6516444650166566,0.43860602039661534,0.0,1.0,1.0,1.5328581743372804
N#CC=CC=C1COCC(=O)NC(=NCc2ccccn2)c2ccsc2N1,36,0.6220878069663125,0.7988382967859653,5.824101904503633,0.16981132075471697,0.7959183673469388,1.0,379.44500000000005,0.9988382967859653,0.5219872619370459,0.0,0.020408163265306034,1.0,1.7223182146723872
N#Cc1ccc(COCC(=O)Nc2nc(C=CC=CC=N)nc3sccc23)cc1,36,0.6220878069663125,0.43701275385973487,6.141218906078702,0.14150943396226415,0.3972602739726028,1.0,403.4670000000001,0.6370127538597348,0.48234763674016223,0.0,1.0,1.0,1.5502934140238116
C=CC(=CC=CC#N)C(C)(O)Nc1nc(-c2ccccn2)nc2sccc12,36,0.6220878069663125,0.38312123513558216,5.925656681446025,0.13513513513513514,0.5625,1.0,375.4570000000001,0.49872741081349303,0.5092929148192469,0.0,1.0,1.0,1.4059072248315894
N#Cc1ccc(COCC(=O)Nc2nc(-c3ccccc3)nc3sccc23)cc1,36,0.6220878069663125,0.518693363744622,6.1994873295057555,0.1717171717171717,0.2222222222222222,1.0,400.4630000000001,0.718693363744622,0.47506408381178056,0.0,0.6111111111111109,1.0,1.5258166368763042
N#Cc1ccc(COCC(=O)NC2=NC(c3ccccn3)=NCSC=CC2)cc1,36,0.6220878069663125,0.8241292593721967,5.932761316386864,0.1574074074074074,0.47435897435897434,1.0,405.4830000000001,0.9678276541704044,0.508404835451642,0.0,1.0,1.0,1.968117053365799
C=CC=CC=CC12C=COC1(F)N=C(N1CC3(CCOC3)C1)N=C(N1CC3CCC(C1)N3)C=CN=C2,128,0.5425491617396683,0.48453417574753066,6.391927235635259,0.28703703703703703,0.712962962962963,1.0,492.5990000000003,0.6845341757475306,0.45100909554559265,0.4351851851851851,0.4351851851851848,1.0,1.9350260651112885
CCc1ccccc1C=NC=CC(=NC(=NC)OCC12CCCN1CCC2)N1CC2CCC(C1)N2,115,0.6303175330121144,0.5029076768531724,6.175473562880061,0.4065934065934066,0.5934065934065934,1.0,476.6690000000004,0.7029076768531723,0.4780658046399924,1.0,1.0,1.0,2.8259418559358003
CCc1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,115,0.6303175330121144,0.5378969162651429,6.692381636090786,1.0,0.0,1.0,502.6380000000004,0.7378969162651429,0.4134522954886517,0.5,0.0,1.0,1.9162381359090928
C1=CC2=NC(OCC34CCCN3CCC4)(CCc3ccccc3C=N1)C13CCC(CN2C1)N3,115,0.6303175330121144,0.7768358069501732,6.359425890624541,0.30612244897959184,0.6907216494845361,1.0,445.61100000000016,0.9768358069501731,0.45507176367193236,0.5306122448979591,0.5463917525773195,1.0,2.4369125989285
CCC=CC=CC#Cc1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,115,0.6303175330121144,0.4734123249922716,6.485240921607444,0.6,0.4,1.0,502.6380000000004,0.6734123249922715,0.4393448847990695,1.0,1.0,1.0,2.759570697829981
N=C(N)NCCCOC=NC(=CC=NC(C=CC=CC=CC=CCCl)CF)N1CC2CCC(C1)N2,234,0.3280732609823507,0.08981883507744513,6.2060907699809045,0.29523809523809524,0.7047619047619047,1.0,506.0700000000003,0.0,0.47423865375238694,0.47619047619047616,0.4761904761904764,1.0,1.193676637287624
C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cc(O)cc4ccccc24)C3)CN1,0,0.5908850460165602,0.46731589864728323,6.714459089552406,0.44554455445544555,0.1707317073170732,1.0,529.6450000000002,0.6673158986472831,0.41069261380594924,1.0,0.353658536585366,1.0,2.535430730397109
C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cc(O)cc4ccccc24)C3)CC1,0,0.5908850460165602,0.48860630752070017,6.636269284922248,0.4583333333333333,0.0,1.0,528.6570000000002,0.6886063075207001,0.420466339384719,1.0,0.0,1.0,2.4627006405326153
C=CC1(CCNc2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cc(O)cc4ccccc24)C3)CC1,0,0.5908850460165602,0.3950649317460693,6.590030140845329,0.4117647058823529,0.3370786516853933,1.0,499.65900000000033,0.570389590476416,0.4262462323943339,1.0,1.0,1.0,2.6254644944871663
C=CC(=O)NCCNc1nc(OC[C@@H]2CCCN2C)ncc1CCN(CC)c1cc(O)cc2ccccc12,0,0.5908850460165602,0.2330870931874358,6.55611807381199,0.38095238095238093,0.5714285714285714,1.0,518.6620000000003,0.0,0.43048524077350125,0.9047619047619045,1.0,1.0,1.8301024783330866
C=CC(=O)NCC1CCN1C=NC(=NC=C=C=CCCN(C)c1cc(O)cc2ccccc12)OC[C@@H]1CCCN1C,0,0.5908850460165602,0.18769577428354103,6.443671579996741,0.3017241379310345,0.6521739130434783,1.0,556.7110000000002,0.0,0.44454105250040743,0.5086206896551723,0.7391304347826085,1.0,1.2877168000213153
C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)ncc2CCN(C)c2cc(O)cc3ccccc23)CC1,0,0.5908850460165602,0.42204595024124036,6.562181547784026,0.44329896907216493,0.38888888888888884,1.0,530.6730000000001,0.6220459502412403,0.42972730652699676,1.0,1.0,1.0,2.6902369855110857
C=CC(=O)N1CCN(c2nc(OC[CH]CCC=NC)nc3c2CCN(c2cc(O)cc4ccccc24)C3)CC1,0,0.5908850460165602,0.2570205750375244,6.587919444219321,0.32710280373831774,0.3058823529411765,1.0,527.6490000000002,0.0,0.42651006947258485,0.6355140186915886,1.0,1.0,1.5038248780079744
CN1CCC[C@H]1COc1nc2c(c(N3C=CC=CC(=O)NCC3)n1)CCN(c1cc(O)cc3ccccc13)C2,0,0.5908850460165602,0.5228352586932745,6.629382871789417,0.44554455445544555,0.3516483516483516,1.0,526.6410000000002,0.7228352586932745,0.42132714102632285,1.0,1.0,1.0,2.804464023252988
C=C1CN(c2nc(OC[C@@H]3CCCN3C)ncc2CCN2CC(O)=Cc3ccccc32)CCNC1=O,0,0.5908850460165602,0.5718495694908354,6.478167566526256,0.3557692307692308,0.6442307692307692,1.0,490.6080000000003,0.7718495694908354,0.440229054184218,0.7788461538461539,0.7788461538461541,1.0,2.5466719575056076
C=CC(=O)ON1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cc(O)cc4ccccc24)C3)CC1,0,0.5908850460165602,0.4472680568564379,6.7406352011076365,0.4444444444444444,0.16249999999999998,1.0,544.6560000000001,0.6472680568564378,0.40742059986154544,1.0,0.31249999999999983,1.0,2.4964081481169615
C=CC(=O)NCC1CCN1C=NC(=NC=C[PH]1=CCCN(c2cc(O)cc3ccccc23)C1)OC[C@@H]1CCCN1C,0,0.5908850460165602,0.20244534598460162,6.618149431734464,0.3333333333333333,0.5779816513761468,1.0,576.6820000000001,0.0,0.422731321033192,0.6666666666666665,1.0,1.0,1.5381850568265536
C=CC(=O)NC1CCPN(c2nc(OC[C@@H]3CCCN3C)ncc2CCN2Cc3cccc4cc(O)cc2c34)C1,0,0.5908850460165602,0.30131211861002277,6.8038280827265565,0.3793103448275862,0.5727272727272728,1.0,560.6390000000002,0.0078727116601367,0.39952148965918044,0.8965517241379308,1.0,1.0,1.8049265146850255
CN1CCC[C@H]1COC1(C)N=CN2CCNC(=O)C=C1CC2,0,0.5908850460165602,0.8296418019663248,5.161082197083746,0.25773195876288657,0.7422680412371134,1.0,306.4100000000001,0.9604775973782337,0.6048647253645317,0.2886597938144328,0.28865979381443274,1.0,2.1694545878671554
