smiles,QED,SA,sim_g12d,novelty_raw,physchem_score,molwt,f_qed,f_sa,f_sim,f_novelty,f_physchem,reward
Cn1ccnc1COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.3660158890661485,6.896615859670684,0.8767123287671232,0.0,1.0,511.56100000000015,0.39609533439689115,0.38792301754116454,0.7698630136986304,0.0,1.0,1.8094884317475577
C=CN=C(N=C(C=CN=CC(F)C=CO)NC1[CH]C#CC[C@H](N)C1)OCCN1C[C@@H]2C[C@H]1CO2,0.2038038609823883,6.173934089921335,0.23577235772357724,0.7642276422764227,1.0,471.55700000000047,0.0,0.4782582387598331,0.17886178861788615,0.17886178861788637,1.0,0.7508992739346957
Oc1cc(C2=NCC3C(N4C[C@H]5CC[C@@H](C4)N5)=NC(OCCN4C[C@@H]5C[C@H]4CO5)=NC3=C2F)c2ccccc2c1,0.6151250698086822,6.919928756811378,0.5833333333333334,0.41666666666666663,1.0,544.6310000000003,0.8151250698086822,0.3850089053985778,1.0,1.0,1.0,2.8861572080892803
OC=CC(F)[CH]c1cc2nc(OCCN3C[C@@H]4C[C@H]3CO4)nc(N3C[C@H]4CC[C@@H](C3)N4)c2cn1,0.5610642380495204,6.707363848759864,0.5591397849462365,0.4408602150537635,1.0,469.5410000000002,0.7610642380495204,0.411579518905017,1.0,1.0,1.0,2.8425407007834376
Fc1cnc(OCCN2C[CH]CO2)nc(N2C[C@H]3CC[C@@H](C2)N3)ccncc2c3ccccc3cocc1-2,0.5416369594575742,6.696647678308825,0.3592233009708738,0.64,1.0,517.5850000000003,0.7416369594575741,0.4129190402113969,0.7961165048543689,0.7999999999999998,1.0,2.515639389343449
FC1=CC(OCC2NC3C[C@H]2CO3)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=CN=CC2C=CC=CC=COC=C12,0.6113763209978617,6.414894916586555,0.21739130434782608,0.782608695652174,1.0,507.6100000000002,0.8113763209978616,0.4481381354266806,0.08695652173913035,0.08695652173913015,1.0,1.5625968761474738
C1=COCN=C(OCC23CCCN2CCC3)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=CN=CC1,0.7334945618172845,6.013525638887884,0.3626373626373626,0.6373626373626373,1.0,426.56500000000017,0.9334945618172844,0.49830929513901445,0.8131868131868131,0.8131868131868133,1.0,2.838621130072173
OC=CCC1=NC=CC(N2C[C@H]3CC[C@@H](C2)N3)=NCOCC2CCCN2CC1,0.7100305416226795,5.643338921077725,0.20952380952380953,0.7904761904761904,1.0,387.5280000000003,0.9100305416226795,0.5445826348652844,0.04761904761904759,0.04761904761904767,1.0,1.6991313292680144
C[CH]CC[CH]CNC1=NC(OCC23CCCN2CCC3)=NC(=CF)C(N=CC2=c3ccccc3=COC=C2)=C1,0.3864469355464741,6.418556121332552,0.23931623931623933,0.7606837606837606,1.0,529.6600000000002,0.5186816132788445,0.44768048483343104,0.19658119658119658,0.19658119658119666,1.0,1.3754341186731533
C1=CC(c2cc3nc(OCC45CCCN4CCC5)nc(N4C[C@H]5CC[C@@H](C4)N5)c3cn2)=c2ccccc2=CO1,0.5479738382856284,6.848768175877723,0.6666666666666666,0.33333333333333337,1.0,522.6530000000002,0.7479738382856284,0.39390397801528465,1.0,1.0,1.0,2.812691788354982
OC=C1C=C2C=CC=NC2C=C1c1ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,0.5366977262324331,6.958309055490783,0.5824175824175825,0.4044943820224719,1.0,555.6580000000005,0.736697726232433,0.3802113680636521,1.0,1.0,1.0,2.7882063659298413
Fc1c(-c2cccc3cccc(F)c23)ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,0.3777675371503005,6.90074845776874,1.0,0.0,1.0,542.6340000000004,0.46660522290180295,0.38740644277890746,0.5,0.0,1.0,1.5698514217052897
CCN1CCCC1COc1ncc(=NC(=CF)c2cccc3cccc(F)c23)cc(N2C[C@H]3CC[C@@H](C2)N3)n1,0.485511438211778,6.63411078246117,0.40594059405940597,0.5463917525773196,1.0,532.6390000000002,0.685511438211778,0.4207361521923537,1.0,1.0,1.0,2.7592026476080167
O=C=CF,0.3673352022203018,2.0480111634142544,0.029411764705882353,0.96,0.0,60.027,0.4040112133218109,0.9939986045732182,0.0,0.0,0.0,1.2800123396447476
Fc1c(-c2cccc3cccc(F)c23)nccc(N2C[C@H]3CC[C@@H](C2)N3)nc2nc1C1CN3CCCC3(CO2)C1,0.501514228766535,6.818581660303857,0.46236559139784944,0.5376344086021505,1.0,542.6340000000004,0.7015142287665349,0.3976772924620179,1.0,1.0,1.0,2.759958908489456
FC=C(N=C1C=NC(OCC23CCCN2CCC3)C(N2C[C@H]3CC[C@@H](C2)N3)=C1)c1cccc2cccc(F)c12,0.5661709248046229,6.6464578016774105,0.44680851063829785,0.5531914893617021,1.0,531.6510000000002,0.7661709248046229,0.4191927747903237,1.0,1.0,1.0,2.854759329597806
FC=C1N=C(OC2CCN3CCCC23)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=C1N=CC1=C2CC=CC=C2C=CC=C1,0.549655530595729,6.521898988300616,0.211864406779661,0.788135593220339,1.0,526.6600000000003,0.749655530595729,0.43476262646242303,0.05932203389830498,0.05932203389830493,1.0,1.4363797887322707
CC=CC=CC=CC=C1C=CN=C2N=C(C=CN=CC1F)N1C[C@@H]3CC(C(CCC)CCCO2)[C@H](C1)N3,0.4881415052050892,5.870664312231613,0.18110236220472442,0.8103448275862069,1.0,505.6820000000004,0.6881415052050892,0.5161669609710484,0.0,0.0,1.0,1.3387033750229458
Fc1c(-c2cccc3c2CC=CC=C3)ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,0.4955461158029805,6.834156775018824,0.7375,0.26249999999999996,1.0,538.6710000000004,0.6955461158029805,0.39573040312264696,1.0,0.8124999999999997,1.0,2.694989661461694
Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56[CH]CCN5CCC6)nc4c3F)c12,0.3820402573454937,6.855103433318525,0.8076923076923077,0.1923076923076923,1.0,537.6630000000005,0.49224154407296217,0.3931120708351844,0.976923076923077,0.4615384615384614,1.0,2.315948740324933
Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,0.3728100387211118,6.852608898712117,1.0,0.0,1.0,538.6710000000005,0.4368602323266708,0.39342388766098535,0.5,0.0,1.0,1.5389713889207934
Fc1c2ncc3c(nc(OCC45CCCN4CCC5)nc13)N1C[C@H]3CC[C@@H](C1)N3C1=C2C=CC=CC=CC=CC#C1,0.5115067917492104,7.151194530335795,0.5113636363636364,0.4767441860465116,1.0,548.6660000000002,0.7115067917492104,0.3561006837080256,1.0,1.0,1.0,2.738688697065473
C#CCC=Cc1cccc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1,0.433087182643374,6.738552788365234,0.6746987951807228,0.2716049382716049,1.0,538.6710000000005,0.6330871826433739,0.40768090145434577,1.0,0.8580246913580245,1.0,2.643256747742933
FC=C1N=C(OCC23CCCN2CCC3)N=C2C=C1N=CC1=CC(=CC=CC#C[C@@H]3CC[CH]C(N2)N3)C=CC=C1,0.505774348492779,6.332499905256248,0.23275862068965517,0.7652173913043478,1.0,537.6630000000002,0.705774348492779,0.458437511842969,0.16379310344827577,0.17391304347826064,1.0,1.562404864847119
C#CC1=CC=CC2=CC=C=C(c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)C12,0.4407125258621689,6.810030532762498,0.6021505376344086,0.3978494623655914,1.0,548.6660000000005,0.6407125258621689,0.3987461834046877,1.0,1.0,1.0,2.6878519777583527
C#Cc1cccc2cccc(-c3ncnc(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)ncc3F)c12,0.4711724186949833,6.779079741765992,0.6705882352941176,0.3294117647058824,1.0,551.6700000000005,0.6711724186949832,0.402615032279251,1.0,1.0,1.0,2.7274989282573805
C=c1c(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)cccc1=CC=CF,0.5100972495415198,6.762122794075265,0.7341772151898734,0.26582278481012656,1.0,544.6500000000004,0.7100972495415198,0.4047346507405919,1.0,0.8291139240506327,1.0,2.724638597257487
FC=CC=CC=CC=C(F)c1ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,0.4738442685459797,6.678224588608357,0.5975609756097561,0.3827160493827161,1.0,538.6180000000005,0.6738442685459797,0.4152219264239554,1.0,1.0,1.0,2.7407906633943395
FC=C1[CH]C=c2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c2=C1,0.517827862844497,6.887051847667176,0.7073170731707317,0.29268292682926833,1.0,555.6530000000005,0.717827862844497,0.389118519041603,1.0,0.9634146341463415,1.0,2.761712640890581
FC=CC=Cc1c#cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)cc1,0.427335849523834,6.790215921599724,0.6309523809523809,0.35365853658536583,1.0,542.6340000000005,0.6273358495238339,0.40122300980003445,1.0,1.0,1.0,2.673781427268628
Fc1ccc2cccc(-c3ncc4c(c3F)N=C4NC[C@H]3CC[CH]CC3NCOCC34CCCN3CCC4)c2c1,0.2803958569918118,6.761185082378358,0.46938775510204084,0.5306122448979591,1.0,544.6700000000004,0.0,0.4048518647027053,1.0,1.0,1.0,1.9238814917621643
Fc1c2c(cc3c(N4CC5CCC(C4)N5)ncnc13)=c1ccccc1=COC=2,0.699752650634947,6.180155991956411,0.43037974683544306,0.5211267605633803,1.0,374.4190000000001,0.8997526506349469,0.4774805010054486,1.0,1.0,1.0,3.061687581566295
OC=CC1=c2ccccc2=CC2CC3CN(CC2N3)c2ncnc3c(F)c1ncc23,0.6007627861923084,6.504286128927613,0.4069767441860465,0.5512820512820513,1.0,401.4450000000001,0.8007627861923083,0.43696423388404837,1.0,1.0,1.0,2.910486730538009
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)ncnc3c2F)c2ccccc2c1,0.5343870875949343,6.383320327619928,0.7704918032786885,0.0,1.0,401.44500000000005,0.7343870875949342,0.452084959047509,1.0,0.0,1.0,2.542932472351928
Oc1cc(N=NC=c2c(N3CC4CCC(C3)N4)ncnc2=CF)c2ccccc2c1,0.6554252535461127,6.279933027271051,0.43209876543209874,0.5,1.0,404.44900000000007,0.8554252535461127,0.46500837159111863,1.0,1.0,1.0,2.99851700152823
CC1=C(c2cc(O)cc3ccccc23)N=CC=C(N=COCCN(C)C)N2C[C@H]3CC[C@H](N3)C12,0.3922791646411117,6.2464815830409925,0.4421052631578947,0.5578947368421052,1.0,459.5940000000003,0.5536749878466701,0.46918980211987593,1.0,1.0,1.0,2.6397618271119048
CN(C)CCOC=NCNC1[CH]CC[CH]C1,0.4003609676384073,4.189969908347852,0.15730337078651685,0.8275862068965517,0.0,225.33599999999998,0.6003609676384072,0.7262537614565185,0.0,0.0,0.0,1.3014361703313035
CN(C)CCOC=NC(=CC1=NC(C=c2c(O)ccc3c2=CC=C[CH]3)=C(F)C1=N)N1C[C@H]2CC[C@@H](C1)N2,0.2846971327558209,6.494916432397049,0.26605504587155965,0.7339449541284404,1.0,503.60200000000026,0.0,0.4381354459503689,0.3302752293577982,0.33027522935779785,1.0,0.9459212007969923
CN(C)CCOc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.4261299980088313,6.659222996952025,1.0,0.0,1.0,488.5670000000002,0.6261299980088313,0.4175971253809969,0.5,0.0,1.0,1.785433697915395
CN(C)COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.4251330323361,6.627915093290095,0.855072463768116,0.14492753623188404,1.0,474.5400000000002,0.6251330323361,0.42151061333873807,0.8347826086956522,0.22463768115942015,1.0,2.2564985642569195
C=NCCCCCCCOC=NC(=CC=NC(=CF)c1cccc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2,0.1910178418032482,6.333199600134988,0.26666666666666666,0.7333333333333334,1.0,503.66600000000034,0.0,0.45835004998312645,0.33333333333333326,0.3333333333333329,1.0,0.9666800399865009
FC1=C(c2cccc3ccccc23)N=CC2C1=NC(OCC13CCCN1CCC3)=N[C@@H]2N1C[C@H]2CC[C@@H](C1)N2,0.641790853554544,6.766441069657927,0.5,0.5,1.0,526.6600000000005,0.841790853554544,0.40419486629275914,1.0,1.0,1.0,2.93350491729966
C=NC(=NC(=CC=NC(=CF)c1cccc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2)OCCCCCC,0.2488343645392232,6.174542648130287,0.29,0.71,1.0,489.63900000000046,0.0,0.47818216898371413,0.44999999999999984,0.45000000000000007,1.0,1.1575457351869711
NC(=C1C=NC=CC=CC=CC=CC=CC2=C(F)C1=NC2OCC12CCCN1CCC2)N1C[C@H]2CC[C@@H](C1)N2,0.5732297203931718,6.4010193551545145,0.33,0.6666666666666667,1.0,530.6920000000005,0.7732297203931717,0.4498725806056857,0.65,0.6666666666666662,1.0,2.3677737289563545
Fc1c(-c2cccc3ccccc23)nccc2nc(OCC34CCCN3CCC4)nc1C1C[C@@H]3CN2C[C@H]1N3,0.5347600890551959,6.823604535611544,0.5764705882352941,0.42352941176470593,1.0,524.6440000000006,0.7347600890551959,0.397049433048557,1.0,1.0,1.0,2.7993516533050804
[2H]C([2H])(Oc1ncc(CCNC)c(N2CC3CCC(C2)N3)n1)C12CCCN1CCC2,0.7272371507256288,6.150515006489886,0.47058823529411764,0.5294117647058824,1.0,388.55620355600024,0.9272371507256287,0.4811856241887642,1.0,1.0,1.0,3.0976330802217658
[2H]C([2H])c1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cc(O)ccc1C(F)(F)F)C2C12CCCN1CCC2,0.6148610509973034,6.710815208577101,0.5274725274725275,0.4725274725274725,1.0,530.6352035560001,0.8148610509973033,0.4111480989278624,1.0,1.0,1.0,2.9067517403390535
[2H]C([2H])(Oc1nc2c(c(N3CC4CCC(C3)N4)n1)C1C(C(F)(F)F)=CC=C(O)C21)C12CCCN1CCC2,0.6674846608695083,6.675444021714512,0.5465116279069767,0.4534883720930233,1.0,491.5542035560003,0.8674846608695083,0.41556949728568604,1.0,1.0,1.0,2.9734371908719583
