smiles,QED,SA,P_pred,R_novel,s_act,s_qed,s_sa,s_novel,Reward
O=C1C=CC=C(O)C=C[C@@H](c2c(CNCc3ccc4ccn(Cc5ccccc5)c4c3)[nH]c3ccccc23)N1,0.2091694183658487,6.572481103675974,0.3139653940969474,0.3855421686746988,0.0,0.045847091829243486,0.35687972408100643,0.2319277108433735,0.09214174872421865
OC1=CCC(N[CH]c2c(CNCC3=CC=CC4=CNC(C5=CCNC=N5)C4=C3)[nH]c3ccccc23)CC=C1,0.3214604882637817,6.593109563470854,0.2282764980441383,0.7777777777777778,0.0,0.6073024413189084,0.3517226091322865,0.7222222222222221,0.22791612120135007
CNC=NC1=CC1n1ccc2ccc(CNCc3[nH]c4ccccc4c3[C@H]3NC(=O)c4ccc(O)cc43)cc21,0.1530654825455489,6.902364144807755,0.2963655504538964,0.3294117647058824,0.0,0.0,0.27440896379806134,0.16176470588235298,0.06297002805372992
Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(O)cc54)cc32)n1,0.2544446500769662,6.953170640727988,0.4662201799332989,0.2117647058823529,0.0,0.272223250384831,0.261707339818003,0.014705882352941124,0.10752141215821384
Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(N)cc54)cc32)c1,0.2331010747608371,6.89674551387329,0.7217686239377652,0.1358024691358025,0.4435372478755304,0.16550537380418548,0.27581362153167754,0.0,0.3322092853987143
O=C1N[C@H](C2C=CC=CCC#CN2CC2=CC=CC=C(NCC3=CCNC=N3)C=C2)c2cc(O)ccc21,0.4585711350621237,6.297630003265239,0.4534068804128983,0.752212389380531,0.0,1.0,0.42559249918369035,0.6902654867256638,0.3196317741730213
CN1CCC(COC=NC2=CC(F)C(c3cc(O)cc4ccccc34)=C(F)C(=N)N3C4CCC3CN2C4)C1,0.44646779239336,6.71455785984512,0.5636892708837864,0.6880733944954128,0.1273785417675728,1.0,0.3213605350387201,0.610091743119266,0.3648348921358724
CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(C4=CN(O)Cc5ccccc54)c(F)c3n2)CC1,0.4560367533300007,6.857513127447939,0.5596293136167617,0.3023255813953488,0.11925862723352343,1.0,0.2856217181380152,0.127906976744186,0.3291119374432503
C=C(C(F)=Cc1c(N2CC3CCC(C2)N3)nc2nc1C(F)(CN(C)C)CO2)c1cc(O)cc2ccccc12,0.4673829976986692,6.616136277580123,0.4943721975953843,0.5841584158415842,0.0,1.0,0.34596593060496916,0.48019801980198024,0.2932030871110929
CN1CCCC(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,0.3617880918296255,6.770159253607188,0.8397149905532443,0.3076923076923077,0.6794299811064886,0.8089404591481275,0.30746018659820296,0.1346153846153846,0.6036973879886041
CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,0.3350212186270394,6.827092508608475,0.7106690289147218,0.0,0.42133805782944367,0.6751060931351968,0.2932268728478813,0.0,0.4254025250028097
FC=C(N=c1cnc(C[C@@]23CCCN2C[C@H](F)C3)nc(N2CC3CCC(C2)N3)c1)c1cccc2c1CC1CC21,0.6320275791927593,6.789697497721084,0.415651530344625,0.5188679245283019,0.0,1.0,0.30257562556972895,0.3985849056603773,0.2804443703969647
CC1CCC(=Nc2cc(=NC(=CF)c3cccc4c3CC3CC43)cnc(OC[C@@]34CCCN3C[C@H](F)C4)n2)N1,0.5807275088472599,6.753235951522526,0.422941294003455,0.5575221238938053,0.0,1.0,0.31169101211936856,0.44690265486725655,0.28468333516723654
NC12CC1Cc1c2ccc(Cc2cnc(OC[C@@]34CCCN3C[C@H](F)C4)nc2N2CC3CCC(C2)N3)c1F,0.6041581983930875,6.892782216596408,0.7238037863178619,0.4742268041237113,0.4476075726357238,1.0,0.27680444585089803,0.3427835051546391,0.5186842293775598
CC1CCC(NC2=CC(=NC(=CF)c3cccc4c3CC3CC43)C=NC2OC[C@@]23CCCN2C[C@H](F)C3)N1N,0.5106745757339991,6.749335510000503,0.3988858859975048,0.6416666666666666,0.0,1.0,0.31266612249987435,0.5520833333333333,0.29013739116664156
C=NC(=NN1C2CCCCN(C2)CN1C(=CF)c1cccc2c1CC1CC21)OC[C@@]12CCCN1C[C@H](F)C2,0.4187505882112908,6.614150156320684,0.3672730601684261,0.6071428571428572,0.0,1.0,0.346462460919829,0.5089285714285715,0.29473892075539443
CC1=C(c2cc(O)cc3ccccc23)N=CC=C(N=COC[C@@H]2CCCN2C)N2C[C@H]3CC[C@H](N3)C12,0.4918940838361677,6.412390132782406,0.6224472851911423,0.5154639175257731,0.24489457038228468,1.0,0.39690246680439856,0.39432989690721637,0.4337890019164971
Oc1cc(-c2nccc(N3C[C@H]4CC[C@@H](C3)N4)nc3nc(c2F)CN2CCC[C@H]2CO3)c2ccccc2c1,0.5317272639722459,6.7002808723716125,0.4620541673393554,0.5,0.0,1.0,0.32492978190709687,0.37499999999999994,0.2837359563814194
CN1CCC[C@H]1COC1=NC(N2C[C@H]3CC[C@@H](C2)N3)=CC=NC(c2cc(O)cc3ccccc23)=C(F)CN1,0.5737888544334808,6.5325700112088185,0.7474279492995487,0.4333333333333333,0.4948558985990974,1.0,0.36685749719779537,0.2916666666666666,0.560125577002396
CN1CCC[C@H]1COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4cnccc34)c(F)c2n1,0.4137251947790558,6.858367542387778,0.9038195029896776,0.1578947368421053,0.8076390059793552,1.0,0.2854081144030556,0.0,0.7012830761692566
CN1CCC[C@H]1COC=NC(=CC=NC(=CF)c1cc(O)cc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2,0.4255992653423633,6.393656216126195,0.5080374705041291,0.5578947368421052,0.016074941008258126,1.0,0.4015859459684512,0.44736842105263147,0.3115268278008638
CN1CCN2C=NC1C2,0.4385328590012607,3.549992534713582,0.2616332143749819,0.8666666666666667,0.0,1.0,1.0,0.8333333333333334,0.4416666666666667
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(C4=CC(O)=CC5CC=CC=C45)c(F)c3n2)C1,0.6614458245033517,6.686679005443096,0.4895090593188239,0.4337349397590361,0.0,1.0,0.3283302486392261,0.2921686746987951,0.280274483462785
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,0.4425316024086341,6.74694875236567,0.6440243545533563,0.0,0.28804870910671254,1.0,0.3132628119085825,0.0,0.42107935239040845
CN(C)CC=NC=NC1=CC=NC(CF)C=CC(O)=CC=CC=CN2C3CCC2CN1C3,0.5269548357235395,5.93136585906623,0.1836553464821047,0.8288288288288288,0.0,1.0,0.5171585352334425,0.786036036036036,0.34273350884849035
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(C=CC(O)=Cc4c5cccc4-5)c(F)c3n2)C1,0.3085712230875454,6.784123931823287,0.371097840462907,0.4050632911392405,0.0,0.542856115437727,0.3039690170441782,0.2563291139240506,0.18218148219258357
Cn1ccnc1CCOC=NC(=CC#N)N1C[C@H]2CC[C@@H](C1)N2,0.3637357058141285,5.645030396916417,0.2121422772900053,0.6363636363636364,0.0,0.8186785290706424,0.5887424007708957,0.5454545454545454,0.30875691324103494
Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCCC4=C=CNC4)nc3c2F)c2ccccc2c1,0.3347642077876646,6.841475289988921,0.7215796930119222,0.2236842105263158,0.4431593860238443,0.6738210389383228,0.2896311775027698,0.029605263157894725,0.4379083687592277
Cn1ccnc1CCOc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(C3=CCOCc4ccccc43)c(F)c2n1,0.4081366042559298,6.87973355363377,0.3779664299444899,0.2716049382716049,0.0,1.0,0.28006661159155755,0.08950617283950614,0.26048863096028685
Cn1ccnc1CCOc1nc(N2C[C@H]3C=N[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.3481890835606387,6.991801931783096,0.4469457770678653,0.2098765432098766,0.0,0.7409454178031935,0.25204951705422607,0.01234567901234572,0.1992162709221012
Cn1ccnc1COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.3660158890661485,6.896615859670684,0.6081465739220279,0.0,0.21629314784405573,0.8300794453307425,0.2758460350823291,0.0,0.34014632739684497
C=CN=C(N=C(C=CN=CC(F)C=CO)NC1[CH]C#CC[C@H](N)C1)OCCN1C[C@@H]2C[C@H]1CO2,0.2038038609823883,6.173934089921335,0.1345807720241787,0.7642276422764227,0.0,0.01901930491194151,0.4565164775196662,0.7052845528455284,0.13037138412859794
Oc1cc(C2=NCC3C(N4C[C@H]5CC[C@@H](C4)N5)=NC(OCCN4C[C@@H]5C[C@H]4CO5)=NC3=C2F)c2ccccc2c1,0.6151250698086822,6.919928756811378,0.4120881504338568,0.4166666666666666,0.0,1.0,0.2700178107971556,0.2708333333333332,0.2675452288260978
OC=CC(F)[CH]c1cc2nc(OCCN3C[C@@H]4C[C@H]3CO4)nc(N3C[C@H]4CC[C@@H](C3)N4)c2cn1,0.5610642380495204,6.707363848759864,0.3652222426534406,0.4408602150537635,0.0,1.0,0.32315903781003397,0.3010752688172043,0.27968557100286706
Fc1cnc(OCCN2C[CH]CO2)nc(N2C[C@H]3CC[C@@H](C2)N3)ccncc2c3ccccc3cocc1-2,0.5416369594575742,6.696647678308825,0.225973832540436,0.64,0.0,1.0,0.32583808042279383,0.5499999999999999,0.2926676160845588
FC1=CC(OCC2NC3C[C@H]2CO3)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=CN=CC2C=CC=CC=COC=C12,0.6113763209978617,6.414894916586555,0.3595590605850211,0.782608695652174,0.0,1.0,0.39627627085336115,0.7282608695652173,0.3156682976489331
C1=COCN=C(OCC23CCCN2CCC3)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=CN=CC1,0.7334945618172845,6.013525638887884,0.3907771525586266,0.6373626373626373,0.0,1.0,0.4966185902780289,0.5467032967032966,0.32665888289077066
OC=CCC1=NC=CC(N2C[C@H]3CC[C@@H](C2)N3)=NCOCC2CCCN2CC1,0.7100305416226795,5.643338921077725,0.3724722695290022,0.7904761904761904,0.0,1.0,0.5891652697305687,0.7380952380952379,0.35473781585087566
C[CH]CC[CH]CNC1=NC(OCC23CCCN2CCC3)=NC(=CF)C(N=CC2=c3ccccc3=COC=C2)=C1,0.3864469355464741,6.418556121332552,0.177664803580314,0.7606837606837606,0.0,0.9322346777323703,0.39536096966686207,0.7008547008547008,0.3005618645225815
C1=CC(c2cc3nc(OCC45CCCN4CCC5)nc(N4C[C@H]5CC[C@@H](C4)N5)c3cn2)=c2ccccc2=CO1,0.5479738382856284,6.848768175877723,0.5447945135124017,0.3333333333333333,0.08958902702480342,1.0,0.2878079560305693,0.16666666666666663,0.31516888940308907
OC=C1C=C2C=CC=NC2C=C1c1ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,0.5366977262324331,6.958309055490783,0.6811790661403012,0.4044943820224719,0.36235813228060243,1.0,0.26042273612730416,0.25561797752808985,0.46416241885619675
Fc1c(-c2cccc3cccc(F)c23)ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,0.3777675371503005,6.90074845776874,0.5956875897801905,0.0,0.19137517956038108,0.8888376857515023,0.2748128855578149,0.0,0.33798646302007307
CCN1CCCC1COc1ncc(=NC(=CF)c2cccc3cccc(F)c23)cc(N2C[C@H]3CC[C@@H](C2)N3)n1,0.485511438211778,6.63411078246117,0.1927439405511125,0.5463917525773196,0.0,1.0,0.34147230438470744,0.4329896907216495,0.289943945413024
O=C=CF,0.3673352022203018,2.0480111634142544,0.1554108577668679,0.96,0.0,0.8366760111015089,1.0,0.95,0.4148352022203018
Fc1c(-c2cccc3cccc(F)c23)nccc(N2C[C@H]3CC[C@@H](C2)N3)nc2nc1C1CN3CCCC3(CO2)C1,0.501514228766535,6.818581660303857,0.3145584492095857,0.5376344086021505,0.0,1.0,0.29535458492403577,0.4220430107526881,0.2801730675224416
FC=C(N=C1C=NC(OCC23CCCN2CCC3)C(N2C[C@H]3CC[C@@H](C2)N3)=C1)c1cccc2cccc(F)c12,0.5661709248046229,6.6464578016774105,0.3681716442142763,0.5531914893617021,0.0,1.0,0.33838554958064737,0.44148936170212766,0.28975157800123585
FC=C1N=C(OC2CCN3CCCC23)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=C1N=CC1=C2CC=CC=C2C=CC=C1,0.549655530595729,6.521898988300616,0.450416575349337,0.788135593220339,0.0,1.0,0.36952525292484606,0.7351694915254237,0.3106635251612404
CC=CC=CC=CC=C1C=CN=C2N=C(C=CN=CC1F)N1C[C@@H]3CC(C(CCC)CCCO2)[C@H](C1)N3,0.4881415052050892,5.870664312231613,0.3226356810991427,0.8103448275862069,0.0,1.0,0.5323339219420968,0.7629310344827586,0.34461333611255734
Fc1c(-c2cccc3c2CC=CC=C3)ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,0.4955461158029805,6.834156775018824,0.6860600827164384,0.2624999999999999,0.37212016543287674,1.0,0.2914608062452939,0.07812499999999986,0.46686450223714104
Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56[CH]CCN5CCC6)nc4c3F)c12,0.3820402573454937,6.855103433318525,0.443407801450535,0.1923076923076923,0.0,0.9102012867274684,0.2862241416703688,0.0,0.23928508567956744
Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,0.3728100387211118,6.852608898712117,0.5012896588480615,0.0,0.0025793176961230735,0.8640501936055589,0.2868477753219707,0.0,0.23159821851837362
Fc1c2ncc3c(nc(OCC45CCCN4CCC5)nc13)N1C[C@H]3CC[C@@H](C1)N3C1=C2C=CC=CC=CC=CC#C1,0.5115067917492104,7.151194530335795,0.4586271016914171,0.4767441860465116,0.0,1.0,0.21220136741605122,0.3459302325581394,0.25973678511111725
C#CCC=Cc1cccc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1,0.433087182643374,6.738552788365234,0.6499696764506141,0.2716049382716049,0.2999393529012282,1.0,0.31536180290869154,0.08950617283950614,0.43251431331938917
FC=C1N=C(OCC23CCCN2CCC3)N=C2C=C1N=CC1=CC(=CC=CC#C[C@@H]3CC[CH]C(N2)N3)C=CC=C1,0.505774348492779,6.332499905256248,0.481250443095443,0.7652173913043478,0.0,1.0,0.416875023685938,0.7065217391304348,0.31870109169370936
C#CC1=CC=CC2=CC=C=C(c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)C12,0.4407125258621689,6.810030532762498,0.8104882762226057,0.3978494623655914,0.6209765524452113,1.0,0.2974923668093754,0.2473118279569892,0.6134011686045907
C#Cc1cccc2cccc(-c3ncnc(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)ncc3F)c12,0.4711724186949833,6.779079741765992,0.4721213507297573,0.3294117647058824,0.0,1.0,0.305230064558502,0.16176470588235298,0.2691342482058181
C=c1c(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)cccc1=CC=CF,0.5100972495415198,6.762122794075265,0.6353733162179909,0.2658227848101265,0.27074663243598174,1.0,0.3094693014811838,0.08227848101265811,0.4149184321866597
FC=CC=CC=CC=C(F)c1ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,0.4738442685459797,6.678224588608357,0.6461372052807298,0.3827160493827161,0.29227441056145964,1.0,0.3304438528479108,0.22839506172839508,0.4382594494648048
FC=C1[CH]C=c2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c2=C1,0.517827862844497,6.887051847667176,0.6306234055792964,0.2926829268292683,0.26124681115859283,1.0,0.278237038083206,0.11585365853658533,0.40512583668069657
FC=CC=Cc1c#cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)cc1,0.427335849523834,6.790215921599724,0.7605777215613458,0.3536585365853658,0.5211554431226917,1.0,0.3024460196000689,0.1920731707317072,0.5567283561740796
Fc1ccc2cccc(-c3ncc4c(c3F)N=C4NC[C@H]3CC[CH]CC3NCOCC34CCCN3CCC4)c2c1,0.2803958569918118,6.761185082378358,0.3310677342682148,0.5306122448979591,0.0,0.40197928495905894,0.3097037294054106,0.41326530612244883,0.16299986817901635
Fc1c2c(cc3c(N4CC5CCC(C4)N5)ncnc13)=c1ccccc1=COC=2,0.699752650634947,6.180155991956411,0.3738660232775541,0.5211267605633803,0.0,1.0,0.4549610020108972,0.40140845070422526,0.3110626229373907
OC=CC1=c2ccccc2=CC2CC3CN(CC2N3)c2ncnc3c(F)c1ncc23,0.6007627861923084,6.504286128927613,0.1808915816969867,0.5512820512820513,0.0,1.0,0.37392846776809674,0.4391025641025641,0.29674082175874755
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)ncnc3c2F)c2ccccc2c1,0.5343870875949343,6.383320327619928,0.5130244287420128,0.0,0.026048857484025634,1.0,0.404169918095018,0.0,0.29516085523521773
Oc1cc(N=NC=c2c(N3CC4CCC(C3)N4)ncnc2=CF)c2ccccc2c1,0.6554252535461127,6.279933027271051,0.4319446394190998,0.5,0.0,1.0,0.43001674318223726,0.37499999999999994,0.3047533486364475
CC1=C(c2cc(O)cc3ccccc23)N=CC=C(N=COCCN(C)C)N2C[C@H]3CC[C@H](N3)C12,0.3922791646411117,6.2464815830409925,0.3737328063579519,0.5578947368421052,0.0,0.9613958232055583,0.43837960423975186,0.44736842105263147,0.30232350654169365
CN(C)CCOC=NCNC1[CH]CC[CH]C1,0.4003609676384073,4.189969908347852,0.1233885136760578,0.8275862068965517,0.0,1.0,0.9525075229130371,0.7844827586206895,0.4297256425136419
CN(C)CCOC=NC(=CC1=NC(C=c2c(O)ccc3c2=CC=C[CH]3)=C(F)C1=N)N1C[C@H]2CC[C@@H](C1)N2,0.2846971327558209,6.494916432397049,0.223701288876603,0.7339449541284404,0.0,0.42348566377910457,0.3762708919007378,0.6674311926605505,0.193322870768996
CN(C)CCOc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.4261299980088313,6.659222996952025,0.5831883082105834,0.0,0.16637661642116686,1.0,0.33519425076199383,0.0,0.35854598918404057
CN(C)COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.4251330323361,6.627915093290095,0.7479374217743292,0.144927536231884,0.4958748435486584,1.0,0.34302122667747614,0.0,0.5413354092872574
C=NCCCCCCCOC=NC(=CC=NC(=CF)c1cccc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2,0.1910178418032482,6.333199600134988,0.3011371251007383,0.7333333333333334,0.0,0.0,0.4167000999662529,0.6666666666666667,0.11667335332658392
FC1=C(c2cccc3ccccc23)N=CC2C1=NC(OCC13CCCN1CCC3)=N[C@@H]2N1C[C@H]2CC[C@@H](C1)N2,0.641790853554544,6.766441069657927,0.400374863193479,0.5,0.0,1.0,0.3083897325855183,0.37499999999999994,0.2804279465171037
C=NC(=NC(=CC=NC(=CF)c1cccc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2)OCCCCCC,0.2488343645392232,6.174542648130287,0.3127812104301377,0.71,0.0,0.24417182269611593,0.45636433796742826,0.6375,0.17198223213270886
NC(=C1C=NC=CC=CC=CC=CC=CC2=C(F)C1=NC2OCC12CCCN1CCC2)N1C[C@H]2CC[C@@H](C1)N2,0.5732297203931718,6.4010193551545145,0.562657932490894,0.6666666666666667,0.12531586498178804,1.0,0.3997451612113714,0.5833333333333334,0.3780394246489244
Fc1c(-c2cccc3ccccc23)nccc2nc(OCC34CCCN3CCC4)nc1C1C[C@@H]3CN2C[C@H]1N3,0.5347600890551959,6.823604535611544,0.2846204568132146,0.4235294117647059,0.0,1.0,0.294098866097114,0.2794117647058823,0.27279036145471697
[2H]C([2H])(Oc1ncc(CCNC)c(N2CC3CCC(C2)N3)n1)C12CCCN1CCC2,0.7272371507256288,6.150515006489886,0.5525201637159998,0.5294117647058824,0.10504032743199954,1.0,0.4623712483775284,0.4117647058823529,0.3708346650572231
[2H]C([2H])c1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cc(O)ccc1C(F)(F)F)C2C12CCCN1CCC2,0.6148610509973034,6.710815208577101,0.6813113191969691,0.4725274725274725,0.36262263839393816,1.0,0.32229619785572483,0.3406593406593406,0.480934657720778
[2H]C([2H])(Oc1nc2c(c(N3CC4CCC(C3)N4)n1)C1C(C(F)(F)F)=CC=C(O)C21)C12CCCN1CCC2,0.6674846608695083,6.675444021714512,0.6736509167213977,0.4534883720930233,0.3473018334427953,1.0,0.3311389945713721,0.3168604651162791,0.4730868305636258
[2H]C([2H])(Oc1ncc(CCNc2cc(O)ccc2C(F)(F)F)c(N2CC3CCC(C2)N3)n1)C12CCCN1CCC2,0.47178662652832,6.759137592051969,0.7719267302814471,0.3863636363636363,0.5438534605628942,1.0,0.3102156019870077,0.23295454545454536,0.5728102509797206
[2H]C([2H])(OC=NC=C(CCN(C)c1cc(O)ccc1C(F)(F)F)C(=NC=C)N1CC2CCC(C1)N2)C12CCCN1CCC2,0.3088255708634427,6.625473127824864,0.5764203643827248,0.5943396226415094,0.15284072876544963,0.5441278543172134,0.343631718043784,0.4929245283018867,0.2862605417082911
N#Cc1c(N)sc2c(F)ccc(-c3c(Cl)cc4c(N5CC6CCCC5N6)ncnc4c3F)c12,0.4085798239652859,6.608001165990869,0.6197986998376768,0.2236842105263158,0.23959739967535354,1.0,0.3479997085022828,0.029605263157894725,0.4028587746797958
N#Cc1cc(C=C(Cl)C=CC(=NF)N2CC3CCC(C2)N3)ccc(F)csc1N,0.4207997103003824,5.816096304678472,0.4628915345479793,0.7373737373737373,0.0,1.0,0.5459759238303821,0.6717171717171716,0.34278104335193504
N#CC=C1Nc2c(-c3c(Cl)cc4c(N5CC6CCC(C5)N6)ncnc4c3F)ccc(F)c2S1,0.4946944274106292,6.558099720207871,0.5052320742772898,0.3827160493827161,0.010464148554579555,1.0,0.36047506994803236,0.22839506172839508,0.289270048781045
N#CCOCNSc1cc(-c2c(Cl)cc3c(N4CC5CCC(C4)N5)ncnc3c2F)ccc1F,0.281409439568006,6.617310976985963,0.5378301730022861,0.4827586206896551,0.07566034600457217,0.40704719784003,0.34567225575350924,0.35344827586206884,0.209829494814326
N#CC=C1NC=C(C=C(Cl)C=CCN=CN2CC3CCC(C2)N3NC=NC=CF)C=CC(F)=CS1,0.2089225628244322,6.151307954234396,0.1705775821695595,0.873015873015873,0.0,0.04461281412216092,0.4621730114414011,0.8412698412698413,0.14342065717620447
CCC=CC=CC=CC(O)=CC(F)c1cc2nc(OC[C@@H]3CCCN3C)nc(N3C[C@H]4CC[C@@H](C3)N4)c2cn1,0.3265039235790553,6.558793390739501,0.7500626950952114,0.4565217391304348,0.5001253901904228,0.6325196178952763,0.3603016523151248,0.32065217391304346,0.48966582734246494
CCc1cccc2cc(O)cc(C=NC=c3c4nc(OC[C@@H]5CCCN5C)nc3=C(F)C3C[C@H]5CN4C[C@@H]3N5)c12,0.4632127696678837,6.799167603075857,0.8110364901062732,0.4563106796116505,0.6220729802125464,1.0,0.30020809923103564,0.3203883495145631,0.6182011764388358
Oc1cccc2c(c3cnccc(N4C[C@H]5CC[C@@H](C4)N5)nc(OC[CH]CCF)ncc(F)c1-3)CCC=C2,0.5237912342171736,6.472717754283484,0.4243870655746143,0.6756756756756757,0.0,1.0,0.381820561429129,0.5945945945945945,0.3060938420155555
